,id,x0,x1,x2,x3,x4,intrusion,mass,penalized_mass
0,1,1.462821215391159,1.2136892508715391,-1.0230076778680086,-1.2712714448571203,0.3248152323067188,47.25157,3.6420641280000137,3.6420641280000137
1,2,-0.3450638707727194,-4.622620102018118,4.020963730290532,3.111073337495327,-3.998125698417425,48.48847,3.532299840000003,3.532299840000003
2,3,-4.825503313913941,3.225609920918941,-2.999149253591895,-3.1381602585315704,-1.0235411208122969,52.09494,3.2330534400000084,4.678508000000001
3,4,3.366659265011549,-2.3375882487744093,1.878749644383788,2.4795354902744293,4.539991216734052,43.54264,4.0403802240000095,4.0403802240000095
4,5,4.970419583842158,4.292631344869733,2.934433473274112,0.2847194392234087,3.5698442440479994,41.38446,4.304968128000006,4.304968128000006
5,6,-3.226616140455008,-0.1808103546500206,-2.177840350195765,-4.078094093129039,-2.086484776809812,54.25343,3.103928640000003,5.110206000000001
6,7,-1.3191137835383415,1.265470702201128,1.1682516429573298,4.671129742637277,-2.851562686264515,46.29118,3.738275712000014,3.738275712000014
7,8,0.4838791210204363,-2.8566972631961107,-3.797594690695405,-0.9660972561687232,1.5250635519623756,50.26776,3.369107520000012,4.313072000000002
8,9,1.1883638612926006,2.9411278013139963,0.3628490399569273,-4.441791297867894,-4.567943159490824,49.79229,3.4163665920000086,3.4163665920000086
9,10,-2.023291820660233,-1.330297365784645,-4.593255547806621,1.1954333167523146,1.0538963787257671,50.3506,3.365388864000008,4.32964
10,11,-2.5230183359235525,0.2654519490897655,3.740032175555825,-0.0550660584121942,4.00683187879622,45.27097,3.846279168000011,3.846279168000011
11,12,4.26529735326767,-4.357823887839913,-1.381992930546403,4.307745089754462,-0.3359247650951147,46.54397,3.7194024960000016,3.7194024960000016
12,13,2.66122174449265,2.2553642746061087,-3.453149693086744,3.3775623328983784,-1.553283715620637,46.23585,3.753549504000003,3.753549504000003
13,14,-4.122201763093472,-3.1628444232046604,1.4345004875212908,-2.2401310317218304,2.882262459024787,50.16131,3.386518848000009,4.291782000000001
14,15,-1.0489278100430963,4.540645182132721,-0.5691270437091589,1.5103781037032604,2.0948488265275955,44.83445,3.893520960000008,3.893520960000008
15,16,2.167601017281413,-1.1513279285281897,4.465102618560195,-2.871964294463396,-3.580687940120697,48.04588,3.569562432000004,3.569562432000004
16,17,2.354000378400088,4.722280707210302,-4.79118887335062,4.999004434794188,4.870265517383814,42.76965,4.136588352000009,4.136588352000009
17,18,-0.6990018952637911,-0.6895765010267496,0.2527062036097049,-0.657752025872469,-0.7286727242171764,48.67503,3.502557504000012,3.502557504000012
18,19,-3.856501979753375,2.0853635761886835,-1.7310824431478975,0.5914503522217274,-4.3283946346491575,51.27594,3.2987865600000026,4.514708
19,20,3.090543411672116,-3.5996095836162567,3.146892637014389,-3.751828949898482,0.0299414712935686,48.16673,3.5646894720000044,3.5646894720000044
20,21,3.986773351207376,0.3939489275217056,1.7005833610892296,-3.4466467890888453,1.860068393871188,45.68155,3.805693632000007,3.805693632000007
21,22,-2.9553795605897903,-3.87955523096025,-3.411766793578863,2.1515159215778112,-2.561729373410344,53.30603,3.151142784000013,4.920726000000001
22,23,-2.2249425388872623,2.7961131837219,4.902292545884848,-1.597696216776967,-2.4214842543005943,46.97496,3.6743448960000062,3.6743448960000062
23,24,0.8329331781715155,-1.8286694772541523,-0.0634776055812835,2.8041768353432417,3.280005566775799,45.43314,3.8285965440000016,3.8285965440000016
24,25,0.2877212688326835,1.7472847178578377,4.13545411080122,1.827339539304376,-0.0019888766109943,44.25414,3.9569368320000047,3.9569368320000047
25,26,-1.6788172256201506,-2.73433948867023,-0.8205742202699184,-2.574535897001624,4.298038836568594,49.22716,3.459881088000008,3.459881088000008
26,27,-3.5020886827260256,3.797961799427867,2.467236425727606,3.675994696095586,0.719964662566781,44.58199,3.920792256000005,3.920792256000005
27,28,4.531344193965197,-0.3318165056407451,-2.654865086078644,-1.9221703987568617,-4.859154289588332,50.1992,3.385297152000005,4.29936
28,29,3.6354105081409216,3.683658633381128,-2.224333770573139,-0.3523537516593933,-3.2517871353775263,46.97134,3.675912192000003,3.675912192000003
