id,x0,x1,x2,x3,x4,Intrusion,Mass,Penalized Mass
1,-4.32266531,-1.15236605,3.90318057,1.57887406,-0.80565915,47.95412,3.5770204800000123,3.5770204800000123
2,3.80331221,-1.40306891,-2.08315742,-1.88694873,1.6331279,47.55979,3.6142519680000125,3.6142519680000125
3,-4.55572754,-4.87247756,-3.62761908,1.92200106,2.51964438,52.20542,3.2393882880000087,4.7006039999999985
4,-2.73248408,1.77065205,4.43515436,3.44330139,-4.04967798,46.36757,3.735372672000012,3.735372672000012
5,-3.96148056,1.95899365,3.15329036,1.432426,-4.43672343,48.48147,3.5314496640000135,3.5314496640000135
6,4.62033099,3.53140961,-4.62530313,-0.06910381,-1.91094441,47.01855,3.6783210240000086,3.6783210240000086
7,-4.88406589,-4.85515812,-3.3270715,4.61978781,2.71506156,50.58435,3.363921792000013,4.376390000000001
8,1.74204844,-1.30809176,-1.37902021,-2.93969981,-2.97675226,50.93661,3.315102336000006,4.446842000000001
9,1.87268961,4.35913015,2.98487983,0.79341849,3.88685869,42.09491,4.211866944000012,4.211866944000012
10,-3.64216116,2.91817992,-0.07126033,-4.75296884,-2.81997503,51.82574,3.2500137600000034,4.624668
11,-2.82136634,-0.39207329,-2.4587023,-4.59345283,4.29605141,50.54587,3.353635008000011,4.368694000000001
12,-4.80743704,3.57678142,-3.60883667,-3.46428457,2.12267824,50.70551,3.3444973440000108,4.400622
13,0.64915722,0.90595213,3.36768479,2.6418547,2.93703245,43.28605,4.0651925760000065,4.0651925760000065
14,1.26507672,-2.1436784,-1.70906989,0.84793364,4.96684359,46.17746,3.750929856000007,3.750929856000007
15,3.38154315,3.87348824,0.64731018,-3.74789434,0.19748265,45.74868,3.7995246720000098,3.7995246720000098
16,0.71060993,-0.3577462,1.1458438,2.68070335,-3.33218285,47.20358,3.6481190400000085,3.6481190400000085
17,-0.14317568,3.69834982,2.27678124,-2.40452967,-0.38281293,46.29939,3.743050176000004,3.743050176000004
18,4.11152602,4.36989311,1.81735223,-0.79303419,-1.98536283,44.50457,3.936399552000008,3.936399552000008
19,0.74403457,2.69518427,1.72343198,-4.25263219,3.19091379,45.85416,3.7886814720000106,3.7886814720000106
20,-3.24768641,0.49738101,-1.06992462,3.70378757,2.21549365,46.64619,3.7022002560000016,3.7022002560000016
21,3.16123231,-4.97879918,-1.32876118,-0.03669999,0.44530845,48.89988,3.4932522240000012,3.4932522240000012
22,0.93949862,2.99858903,4.44111392,1.78943508,-3.54327532,44.81535,3.8977355520000008,3.8977355520000008
