id,x0,x1,x2,x3,x4,Intrusion,Mass,Penalized Mass
1,-4.1414271,2.49818569,4.85835842,4.48526405,2.61489959,43.37436,4.057140096,4.057140096
2,0.35007851,-0.33534135,-0.64521624,0.79409709,-2.21386917,48.46962,3.522947904000012,3.522947904000012
3,-2.48729793,-3.73613677,-4.84836544,3.66897081,3.57851649,49.47983,3.4463111040000105,3.4463111040000105
4,1.96412972,-0.88125421,-1.9846306,3.510747,-0.73117089,46.75367,3.6926426880000003,3.6926426880000003
5,0.57727034,-0.99239646,-3.10533657,1.38492053,-0.65110029,48.85529,3.491137152000001,3.491137152000001
6,-3.98948163,-4.67264738,-0.62628245,1.95887472,3.8153185,49.30168,3.4597065600000114,3.4597065600000114
7,0.568344,-4.44569454,-1.17982073,-3.76791243,-2.44157668,53.71248,3.124801152000006,5.002015999999999
8,4.86365818,0.23420505,4.78218177,-2.38806099,-0.70658885,44.79386,3.9046475520000126,3.9046475520000126
9,-3.59846794,0.00620029,0.269722,-3.85570881,1.90368203,50.1134,3.3836572800000075,4.2822
10,3.49721822,-1.68262612,-2.14026368,0.67638348,-2.16331644,48.37902,3.533213952,3.533213952
11,-4.88329517,1.52338886,-2.06871019,-2.90706319,-0.18662233,51.90721,3.2433557760000036,4.640962000000001
12,-2.94343135,4.70466889,-1.35669681,-4.29199382,0.12898926,49.37296,3.4491553920000113,3.4491553920000113
13,-1.59721641,4.87953352,0.19122374,0.00333258,-3.29301709,47.50315,3.6194636160000044,3.6194636160000044
14,-4.08984516,-2.98648796,-1.53276639,-0.60502019,1.25844375,51.52753,3.2678346240000016,4.565026
15,2.79525258,1.05236789,2.9350076,1.68849048,-3.05252253,45.30912,3.845601792000011,3.845601792000011
16,-0.941359,-0.63471054,3.46980911,0.36098041,-0.288546,46.70209,3.6964581120000064,3.6964581120000064
17,-2.90341686,-1.59627391,2.91546286,-3.25359949,-0.62629708,50.24896,3.3754717440000053,4.309312
18,-2.07818532,-4.23543674,-3.91881516,0.09506178,-0.50708058,53.32172,3.1516801920000033,4.923863999999999
19,-4.65845939,3.92531898,0.66100856,4.18144034,-3.50608661,47.38793,3.6375799680000016,3.6375799680000016
20,0.66740021,-4.1161465,1.93155969,4.18828877,4.60443803,44.56722,3.9258224640000003,3.9258224640000003
21,-4.7323683,-3.11885078,1.62788012,4.83198992,1.30735658,47.67536,3.6078929280000116,3.6078929280000116
22,-4.84452257,-2.81928434,-2.61740294,0.99687673,2.64015203,50.96528,3.324492288000011,4.4525760000000005
23,0.39659052,-2.17147639,0.0434759,-1.3538995,-1.91954088,49.90932,3.395310912000002,3.395310912000002
24,4.16024556,-0.75117726,-0.807458,3.82025156,3.38955329,43.57239,4.035374208,4.035374208
25,-3.94086622,-2.13447061,-0.78627239,-1.2479183,2.46281461,50.27544,3.367579968000009,4.3146080000000016
26,-2.55569912,4.16289846,3.25143173,-0.22164298,-3.44127928,47.07344,3.6631751040000076,3.6631751040000076
27,-4.9546422,-1.83933491,-0.00268457,-1.831336,4.3439105,49.68553,3.4264494720000065,3.4264494720000065
28,-4.77817117,-2.58336669,-4.74104572,-4.62241267,2.24522313,56.59776,2.9859960960000045,5.579072
29,0.5603765,-4.24353429,-0.85850944,2.75048707,4.62918821,46.35176,3.734121600000001,3.734121600000001
30,4.61226058,-1.87474913,1.10377573,-1.96811799,3.419426,45.37023,3.840160320000008,3.840160320000008
31,-3.14741326,3.00207068,4.26424048,3.18039652,-4.40348922,46.36423,3.736620288000009,3.736620288000009
32,-3.4761114,-0.48553799,4.73889449,1.22390695,-3.21609381,48.1304,3.5590354560000037,3.5590354560000037
33,4.75170123,1.85069817,0.63150323,1.99249167,4.49576215,42.14159,4.204317312000009,4.204317312000009
34,3.2691367,-3.34922739,1.57318631,-4.3988014,2.0812519,48.07618,3.575902464000011,3.575902464000011
35,2.94859762,4.68731868,-1.07032743,-4.4153571,-0.47499384,46.88742,3.6838903680000006,3.6838903680000006
36,1.39821911,4.43304993,3.4365878,1.85696993,-2.09441644,43.89682,4.001633280000013,4.001633280000013
37,1.54600522,-3.46073645,-4.26238544,-2.00264773,4.34746403,49.42419,3.4459655040000037,3.4459655040000037
38,4.57081314,3.07575397,-0.5443551,-4.87280261,-0.48418917,46.87422,3.6869126400000116,3.6869126400000116
39,-2.80496144,1.51539805,-3.52606419,2.43972924,0.44444387,48.50185,3.5280800640000027,3.5280800640000027
40,-3.45146084,2.97968013,2.22672401,1.94794047,-4.54552149,48.01285,3.575117952000009,3.575117952000009
41,-1.85996669,2.90201633,-0.55298524,2.87467611,0.70207316,45.81625,3.7871625600000014,3.7871625600000014
42,0.79705956,2.85507616,-3.39318574,-2.68598665,-0.78380599,49.08596,3.4728099840000137,3.4728099840000137
43,0.59711538,-0.9543668,0.38731967,-1.11966377,-1.99230994,48.9796,3.478381056000013,3.478381056000013
44,-0.96929598,-0.61993542,4.90889565,-1.31779819,4.06733184,45.03345,3.8737094400000114,3.8737094400000114
45,0.7885146,0.60608596,-0.41160471,2.12152887,-1.02111708,46.65374,3.7015228800000024,3.7015228800000024
46,-4.81958189,3.23354622,3.05025777,1.21555988,3.14078699,45.14769,3.8629681920000074,3.8629681920000074
47,-0.45848195,2.83436736,1.36912127,4.63448392,1.4557914,43.53493,4.036404096000007,4.036404096000007
48,-4.06291343,3.69263768,-1.11803418,-0.21480798,4.95468297,46.19636,3.751987392,3.751987392
