id,x0,x1,x2,x3,x4,Intrusion,Mass,Penalized Mass
1,-0.28765693,1.9005578,4.67785006,4.02459563,-3.26049721,44.62718,3.9162908160000063,3.9162908160000063
2,-4.80230798,3.89604419,0.74240205,-2.5317372,3.82819054,47.13658,3.6604483200000093,3.6604483200000093
3,-4.321285,-0.79201381,-4.64600173,-3.41474089,3.35040675,52.84203,3.18713875200001,4.8279260000000015
4,2.71513389,-4.39962803,-1.50863523,4.84692062,1.98614288,46.05003,3.7687645440000055,3.7687645440000055
5,-4.06205817,-2.87488656,-0.03241594,4.49756787,-3.60315778,50.59476,3.3490834560000042,4.378472000000001
6,-4.62384679,-1.60699625,2.13277637,-3.06133904,1.08272688,50.61838,3.349007424000003,4.383196000000002
7,1.18347106,0.50956732,-3.24486458,4.90653519,0.8178577,45.81176,3.7917728640000092,3.7917728640000092
8,-0.92177404,2.96139705,1.91843917,1.72700026,0.31740345,45.03745,3.87082713600001,3.87082713600001
9,0.28261897,-2.13715765,-1.61553888,-0.77671035,-4.60771601,52.10199,3.2290047360000047,4.679918
10,0.26707355,3.42592979,4.91331442,-1.03139663,-3.01024208,45.68433,3.808714176000011,3.808714176000011
11,-3.00083692,2.90823631,0.77838462,-2.85511589,1.22504922,47.96727,3.570727104000013,3.570727104000013
12,1.97202386,-4.62614351,-0.66020849,-4.81340591,4.80990102,49.35887,3.4681910400000127,3.4681910400000127
13,-3.42420703,-4.54831628,3.53654154,-1.7974789,3.31449681,49.03538,3.4854209280000132,3.4854209280000132
14,4.15980238,-3.3184445,-2.5040359,-0.51659642,-2.93000136,50.08517,3.3907991040000027,4.276554000000001
15,0.51853314,2.89927,-1.21490549,1.46877115,1.65413429,45.31281,3.8415928320000017,3.8415928320000017
16,-2.90867334,1.75724957,4.41264275,-4.38896009,4.71871964,46.07096,3.7666494720000054,3.7666494720000054
17,4.45473553,-4.82352459,0.6113404,-4.23856932,-2.91982281,51.10698,3.3127557120000013,4.480916000000001
18,1.62476219,-3.33803083,-4.37645633,3.59814283,-1.0888645,49.28923,3.4568449920000104,3.4568449920000104
19,1.01963942,-4.93804044,-2.29864102,4.65023574,0.84195573,47.95496,3.5802069120000057,3.5802069120000057
20,-3.94215365,-0.71717489,-2.17814225,1.3939057,-0.75094899,50.54055,3.343916736000013,4.367630000000002
21,0.3689553,4.60483474,3.15370802,4.09647322,-0.31308849,42.80021,4.12607174400001,4.12607174400001
22,3.89481087,0.64205086,-3.8596507,4.73247576,2.40831085,44.36918,3.9492576000000055,3.9492576000000055
23,1.87877011,1.32648774,-0.47651208,3.56664105,2.91293226,43.77694,4.009317696000006,4.009317696000006
24,-2.34657396,-0.60698489,3.83909383,3.20530826,4.21868545,44.13277,3.970491264000009,3.970491264000009
25,-3.78035634,3.43960015,2.94283179,-4.52861269,1.50777499,47.83131,3.5934295680000035,3.5934295680000035
26,-1.28314491,-2.24428663,3.71669068,-0.18611338,1.87250957,46.77813,3.692547648000005,3.692547648000005
27,0.61390826,-0.31042837,4.58082825,-0.53912879,0.52686724,45.51657,3.821993856000003,3.821993856000003
28,-0.63043804,-3.4091342,-3.44095647,-3.017686,-2.64096204,55.50547,3.0439082880000106,5.360614
29,-1.18634838,-1.05402978,2.86125321,2.48051185,-4.23812185,48.09254,3.562411968000001,3.562411968000001
30,0.09120919,-0.94575395,4.80640523,-4.34600756,-2.73665821,49.08532,3.4762694400000127,3.4762694400000127
31,-1.21547299,4.07378067,4.24426822,1.10148976,3.6812424,42.80142,4.124965824000001,4.124965824000001
32,-2.01347869,-1.95310829,-0.23516672,1.2709111,2.170858,47.87418,3.5786880000000103,3.5786880000000103
33,2.41917432,0.49288618,-3.45302567,-2.70787074,3.00566554,47.69226,3.6010137600000074,3.6010137600000074
34,-0.65242771,0.94725846,-0.86151152,3.29349448,-4.64064662,48.50732,3.528840384000004,3.528840384000004
35,-2.80157926,-2.51277867,3.60592434,2.55803785,-1.96540018,48.10683,3.563319168000012,3.563319168000012
36,-3.88349762,1.13585382,1.50427366,-3.72455562,-2.67713284,51.38099,3.281254272000003,4.535717999999999
37,3.14441267,0.7014188,3.05761943,0.50399278,-0.73973869,44.80043,3.899563776000009,3.899563776000009
38,0.25962689,-0.325506,3.08698789,0.7768156,-4.70512909,48.01743,3.57232896000001,3.57232896000001
39,-0.01164043,4.988588,-2.55314631,2.89717856,3.62379786,43.91265,3.997933632000003,3.997933632000003
40,4.83022758,3.45857064,2.67884796,0.83481587,4.26419263,41.37184,4.305598848000011,4.305598848000011
41,-0.04458328,4.15312276,-4.16508231,4.85578877,4.01681643,43.97791,3.9923729280000044,3.9923729280000044
42,4.70133603,-0.01419292,-1.30662046,-0.46188869,-4.20125633,48.19181,3.5561099520000083,3.5561099520000083
43,-2.73892519,-1.1739354,4.89622918,0.89059423,3.75225362,45.21072,3.854573568000008,3.854573568000008
44,3.0394773,0.10902779,-3.99859192,-4.87131699,-0.77150304,50.80691,3.331025856000008,4.420902000000002
45,-0.51060232,-3.66469194,-4.23964,-1.54857276,0.59831135,52.42961,3.2069450880000128,4.745441999999999
46,-3.3684606,1.87666438,0.05277062,4.64463869,3.21870203,44.87183,3.8890506240000096,3.8890506240000096
47,2.38063309,4.05721066,-4.19691637,-2.56709172,-2.03270808,48.72623,3.5096163840000054,3.5096163840000054
48,-0.08643837,3.96799033,-0.19370136,0.96904625,1.57664283,44.94919,3.8808080640000133,3.8808080640000133
49,-4.35983574,-1.72766207,2.5338916,-1.30054284,4.11280759,47.95485,3.5794915200000057,3.5794915200000057
50,3.52518384,0.17304959,-4.2970688,-4.50478541,-2.62971925,51.49303,3.277438848000011,4.558126
51,1.32232678,-0.14219962,-4.95251811,4.56259987,1.78299943,46.50334,3.722682240000011,3.722682240000011
52,2.84847326,-4.57624463,-0.09753158,4.93202226,-4.48163116,48.30726,3.5521251840000128,3.5521251840000128
53,4.30425463,-0.03164581,3.52975602,2.70769684,-0.88742179,43.65398,4.027216320000012,4.027216320000012
54,-3.82194442,4.01675061,-2.29587568,1.13938561,0.47335895,47.84042,3.5904245760000064,3.5904245760000064
55,2.69305201,1.19578184,1.67090087,3.15620357,-1.20183435,44.46682,3.936129984000003,3.936129984000003
56,-1.13931211,-2.22035836,2.97678626,2.29374809,-3.08311362,48.08756,3.5608792320000053,3.5608792320000053
57,1.14185232,-1.3948176,4.23619863,3.9809219,-0.39068389,44.42991,3.938694336000012,3.938694336000012
58,0.40247607,3.21324977,-0.72540986,1.13451953,0.66796333,45.57446,3.8142489600000022,3.8142489600000022
59,3.83604192,-3.57750569,0.13500997,-2.83024987,1.27050061,48.14804,3.5611401600000034,3.5611401600000034
60,-3.60822063,4.49636487,0.6505178,-2.05733671,-4.69593977,50.14679,3.386249280000003,4.288878000000002
61,0.32790895,-0.99321712,2.19642163,1.56112177,4.99237163,44.21916,3.9607764480000114,3.9607764480000114
62,2.34624468,2.36761463,-4.47513478,-1.15902116,1.3088565,47.46217,3.6283040640000124,3.6283040640000124
63,3.0498347,-1.27671908,-2.99604907,4.53349029,-3.96445722,47.95945,3.583272384000011,3.583272384000011
64,-0.39219252,-0.50250881,-3.30909064,-0.66151999,-4.28870123,52.30835,3.216065472000013,4.721189999999998
65,-1.45829,-1.3052179,-4.20481302,-2.08739843,4.70442067,49.64305,3.4235464320000046,3.4235464320000046
66,-4.14752865,-4.61433578,0.94618909,2.65690599,-2.78855144,51.64415,3.2681975040000086,4.58835
67,-0.59899393,-3.71018221,3.42587207,-4.0602466,-4.35462712,52.43827,3.2098377600000005,4.747173999999999
68,4.31694013,-4.67233332,2.29719452,4.1389929,0.88638159,44.72738,3.912504768000008,3.912504768000008
69,3.79317916,-2.56551451,-3.85204317,1.40750941,-2.59217149,49.41074,3.446969472000003,3.446969472000003
70,4.74263635,0.76507852,4.28180847,-2.09758825,-2.77582904,45.56314,3.8238946560000127,3.8238946560000127
71,-2.40033956,-1.44720983,1.4506569,-4.00236061,2.39121999,49.51812,3.438372672000006,3.438372672000006
72,-2.19579626,-4.88196757,-2.70978914,3.673033,3.94976649,48.65086,3.518002368000012,3.518002368000012
73,4.34669166,-4.89398018,3.72911004,0.35819006,2.05286085,45.27861,3.8531324160000073,3.8531324160000073
74,-4.03763017,-3.72435532,-3.94668692,3.48451211,-2.02909023,53.06716,3.168580032000004,4.872952000000001
75,-2.713736,-4.94965232,2.37140662,1.3506985,1.81473297,48.64362,3.5196526080000097,3.5196526080000097
76,-3.03694982,3.64188915,-2.85625388,4.77567895,0.8271136,46.17399,3.7563039360000023,3.7563039360000023
77,-3.10017751,-0.77396698,-4.32530974,4.33413747,2.16243342,48.39785,3.5379555840000103,3.5379555840000103
78,1.30430129,3.62238004,1.60947909,-2.9911125,-2.36864729,47.12733,3.662342208000005,3.662342208000005
79,-2.03301814,0.43873282,1.78207898,0.07412962,-2.35975842,48.48909,3.5208933120000063,3.5208933120000063
80,-4.67339225,-1.62456449,-4.01071533,1.61635563,-2.27650408,53.6354,3.137666112000004,4.9866
81,-4.63448749,-4.56799788,4.71900865,3.16186231,1.35386325,47.70821,3.6129144960000135,3.6129144960000135
82,1.40859872,2.93573252,-0.92068928,-4.8410949,3.70110767,46.64038,3.7101749760000136,3.7101749760000136
83,0.46774256,-3.61636749,-2.35568143,0.61331239,-1.68513706,50.79619,3.3274333440000134,4.418758000000002
84,-4.39205005,0.59647375,-4.00624523,-1.33452039,-2.53239779,53.96051,3.10743129600001,5.051621999999999
85,-4.05063585,-2.2792524,2.18832337,2.56829271,4.8028348,46.22268,3.7510369920000093,3.7510369920000093
86,3.50449108,-3.55417399,-4.73108088,4.36820893,2.88775665,46.5802,3.7184486400000107,3.7184486400000107
87,2.86163135,-0.65501005,-1.45485194,-1.34629595,-4.80818592,50.22816,3.3781242240000093,4.305152
88,-0.40077011,-2.28183782,2.9093564,-0.90235273,-3.91749186,49.76703,3.4130989440000064,3.4130989440000064
89,-2.14589665,-2.42659512,-0.53012617,-4.74939235,4.53612023,50.28482,3.3818739840000003,4.316484000000002
90,-1.76103556,1.91854877,1.09060434,-3.69357188,-2.34628406,49.78654,3.4045176960000036,3.4045176960000036
91,-2.49748012,-3.99278438,-3.48200199,1.57945448,-3.02976275,53.9245,3.118063680000005,5.04442
92,-0.49397072,-4.33653274,-1.50004834,-4.27267815,-0.42785013,53.50434,3.134979072000013,4.960387999999999
93,3.37401198,1.35595195,0.23542352,-0.16308914,1.17238849,45.07452,3.8696279040000006,3.8696279040000006
94,-4.98195206,1.33671602,2.47320318,4.31389343,-4.16550196,48.17224,3.5672970240000073,3.5672970240000073
95,4.45847608,4.05331384,2.02595208,-2.6071393,0.77413078,44.04712,3.987565632000006,3.987565632000006
96,-2.48309951,-2.90443782,3.50736834,1.41489813,3.16709154,46.43081,3.7282377600000025,3.7282377600000025
97,3.9116512,-3.82270097,2.75895399,-0.12510149,2.64787921,45.35168,3.843531648000012,3.843531648000012
98,3.22148366,3.99446879,-0.36927031,3.75718005,-1.07805924,43.69905,4.023036288000006,4.023036288000006
99,-0.11779074,3.76429488,-1.22158876,1.28149909,3.45450476,44.58167,3.9208700160000136,3.9208700160000136
100,-2.22240511,0.04076161,2.44587509,-2.88264326,-1.76314145,49.61661,3.4222366080000066,3.4222366080000066
101,3.96040883,-4.59119023,-2.24824984,3.17872937,-2.77657654,48.78796,3.504518784000002,3.504518784000002
102,0.27915666,1.53198529,-3.21160795,-1.06060958,-3.15743906,50.31963,3.3688016640000122,4.323445999999999
103,4.00448132,2.33184987,1.96313899,-3.68512954,-2.16387582,46.57093,3.71737900800001,3.71737900800001
104,4.28729643,2.19031857,4.33985412,1.7530683,-2.31973231,43.44556,4.054354560000001,4.054354560000001
105,4.51831477,-4.05239462,1.60196346,4.58501704,-1.50419368,45.45871,3.83394297600001,3.83394297600001
106,-4.81216964,3.52092335,2.83410932,-3.0994141,-2.88982291,49.72981,3.4194372480000066,3.4194372480000066
107,-1.67310241,-2.10668365,-1.85968576,-2.64110001,-3.28863197,54.23335,3.1117288320000047,5.106190000000001
108,1.62181548,2.03692262,1.30433832,-3.93370746,1.4517785,46.53068,3.7187026560000085,3.7187026560000085
