id,x0,x1,x2,x3,x4,Intrusion,Mass,Penalized Mass
1,-0.54357528,-0.24061389,0.69784841,-3.54352135,4.05693988,47.39537,3.6299698560000038,3.6299698560000038
2,-1.50344348,1.5057576,-4.2869521,-3.09232083,4.40885913,48.97745,3.4832972160000057,3.4832972160000057
3,0.13740951,-1.24033721,-4.72487448,3.55065285,-4.32156944,50.96906,3.326455296000008,4.453332
4,-1.3017817,0.18511251,-1.98196436,1.35623062,1.19654851,47.77586,3.5879397120000127,3.5879397120000127
5,-2.85708392,-4.80654822,-3.26197661,-3.00377806,-4.08327371,60.85515,2.8333739520000067,6.43055
6,-2.10120413,1.71363523,2.38931963,0.13668653,-4.81182749,48.82803,3.4960291200000078,3.4960291200000078
7,2.52187577,-1.99258509,0.29234798,-4.04526696,1.88772067,48.23847,3.5538082560000044,3.5538082560000044
8,2.62269244,3.57285595,1.66708983,0.8070605,-2.96844605,45.20789,3.85781356800001,3.85781356800001
9,0.19642737,1.89988939,3.63517663,1.05002108,0.27447564,44.62279,3.9163392000000075,3.9163392000000075
10,-2.88951001,3.05705699,-0.87308153,1.01641674,0.34139101,47.27565,3.6396967680000087,3.6396967680000087
11,-3.75345742,0.2103193,-1.50133263,-3.40892468,2.71920336,50.34533,3.3638042880000105,4.328586
12,1.93229287,3.66881411,0.35235051,-4.75224211,2.09774006,46.21478,3.754035072000006,3.754035072000006
13,-2.20473293,-4.02596368,-1.51879308,-4.93867395,-0.47469185,55.44897,3.0428853120000046,5.349314
14,-1.54678043,4.58789656,-0.81865187,3.53259971,3.11666423,43.91899,3.99477830400001,3.99477830400001
15,1.31469348,2.06592402,1.84126871,-2.55452854,-4.55819438,48.51268,3.5298357120000095,3.5298357120000095
16,-3.07582904,3.90303335,-1.27314533,0.31467778,-2.75335062,48.9296,3.4869035520000007,3.4869035520000007
17,2.65699743,2.91826154,4.38807058,-1.00144799,-4.89119448,45.91113,3.7873751040000125,3.7873751040000125
18,-0.10115367,2.68949601,2.79564706,-0.59583023,4.68067399,43.69629,4.020572160000013,4.020572160000013
19,4.24087935,1.46489616,-1.9933187,-0.99560767,3.82157057,44.86502,3.8939788800000095,3.8939788800000095
20,-3.55355391,2.68696737,-4.18205431,-3.17337277,-2.33738226,53.25,3.1553539200000063,4.90952
21,4.12966922,2.25585856,0.19578224,-3.50492762,-4.03886906,48.06796,3.569940864000004,3.569940864000004
22,-3.92779843,3.17519032,2.5501058,-4.17568236,4.95469009,46.51696,3.722825664000007,3.722825664000007
23,3.02719109,1.36491488,3.73711664,-3.92683656,1.8260596,45.06378,3.8719486080000114,3.8719486080000114
24,4.29620695,4.69506731,-2.77007215,3.97793997,-3.13998029,44.68775,3.9164739840000102,3.9164739840000102
25,-3.2397981,-2.15789056,-4.54018516,3.52532688,3.92573207,48.79522,3.5040885120000005,3.5040885120000005
26,0.04846136,0.55175305,-4.48571972,2.52871158,-0.43472181,48.42403,3.534128064000011,3.534128064000011
27,-1.40746568,-1.28937428,-2.08729932,1.92669104,-4.87995762,51.5577,3.2772643200000005,4.571059999999999
28,4.05219602,0.38926138,-2.7095947,-3.18698974,-4.94085556,50.8218,3.335214528000008,4.423880000000001
29,1.15156921,4.24175761,2.53157762,3.29050385,2.34706015,42.19812,4.19741913600001,4.19741913600001
30,1.00908253,-0.81738112,-0.83653514,-3.56603399,0.37669656,49.34252,3.445882560000002,3.445882560000002
31,-3.77537239,0.03170678,-4.16568228,-3.52301734,3.42659307,51.65797,3.2656728960000074,4.591113999999999
32,0.51564492,3.47302783,2.99483936,1.07446276,4.80966734,42.44382,4.1674037760000004,4.1674037760000004
33,0.6708954,-2.85098226,4.10538195,-4.4888698,4.53425403,46.84555,3.6966516480000102,3.6966516480000102
34,2.90382902,-3.53548896,3.88495516,-2.65131552,-2.07089691,48.31116,3.548064384000002,3.548064384000002
35,-0.99797275,0.10231261,-1.87331884,0.9162458,-4.50959967,50.71753,3.336667776000002,4.4030260000000006
36,-2.30240408,-4.66142071,3.50150265,-0.53106408,-3.82947859,51.50267,3.273571584000004,4.560054000000001
37,-2.16924848,4.75711497,-4.62244523,-3.40775507,3.99930617,48.29996,3.5491824000000034,3.5491824000000034
38,2.55959645,-2.32755164,2.95396869,-4.97758056,1.20440123,47.98952,3.586152960000005,3.586152960000005
39,1.43991432,-3.55409256,-1.50682974,-0.2756242,-4.14484117,51.68208,3.2641280640000048,4.595936
40,-2.18263612,-1.73760276,4.03396179,1.24355142,0.36427448,46.8241,3.6858913920000127,3.6858913920000127
41,-0.29757908,2.34693567,4.84040647,2.90405749,1.06939155,43.16336,4.080810240000011,4.080810240000011
42,-4.1831276,2.43150342,-3.12038761,1.38334288,-4.33497059,51.70323,3.2735404800000034,4.600166
43,-4.85192696,-3.66985423,3.31611974,4.24443546,-1.76819414,48.96564,3.4936099200000017,3.4936099200000017
44,-0.72796277,3.23983856,-2.39731785,1.08087552,-1.24642111,47.63241,3.6093168000000118,3.6093168000000118
45,-4.68385814,4.04670189,-4.38852587,-4.35095708,0.73240562,52.0892,3.238090560000004,4.67736
46,-4.51545917,4.49335196,-4.64672829,-1.24505845,-2.23434631,51.88373,3.2595177600000107,4.636265999999999
47,-2.43309444,1.45853689,-3.14534606,4.57597398,-0.58605807,47.68741,3.605904000000007,3.605904000000007
48,4.53563297,0.50677142,2.01663248,0.63152373,0.93377741,44.02808,3.9840906240000002,3.9840906240000002
49,4.35801346,-1.66787428,3.14727709,-1.86536775,0.8005201,45.58553,3.817694592000001,3.817694592000001
50,-2.65707541,1.35898639,4.67722054,-1.69057405,-2.09735755,47.78001,3.593861568000012,3.593861568000012
51,-1.91631897,-2.88432935,-2.30238555,-2.39919546,3.30685815,50.59867,3.3438787200000126,4.379254
