id,x0,x1,x2,x3,x4,Intrusion,Mass,Penalized Mass
1,0.75517601,-4.90098429,-0.58855934,0.94431683,3.42286728,47.78818,3.595656960000013,3.595656960000013
2,-4.07323735,-1.51136976,-3.73005007,3.51502994,-4.45629045,53.23669,3.168465984000002,4.906858
3,4.62885356,-2.64785837,3.47279391,-3.69870083,4.3941309,45.05766,3.8771654400000104,3.8771654400000104
4,3.43145269,1.65981927,-0.56741508,1.33881753,-4.15594408,46.88042,3.6852485760000135,3.6852485760000135
5,4.03227946,3.91957377,-4.80454135,4.81966374,1.90290577,43.61326,4.037898816000002,4.037898816000002
6,-3.28576614,1.94327615,-3.0541289,3.96258207,3.86174919,46.1312,3.7595992320000047,3.7595992320000047
7,3.30063997,3.16370111,1.49538984,-1.166764,-1.99685019,45.58603,3.8187141120000074,3.8187141120000074
8,-2.30550459,-3.9492506,-0.16521945,3.16432171,1.26848157,48.46407,3.5256746880000107,3.5256746880000107
9,1.47344412,3.46823317,0.74121782,-1.04359728,2.08615494,44.76973,3.902059008000003,3.902059008000003
10,-0.7214552,-1.97034764,3.16291034,4.49715341,-0.00095652,45.46581,3.8261082240000075,3.8261082240000075
11,1.09597713,-4.14163704,0.22170879,4.39383338,0.22801877,46.81804,3.6891884160000084,3.6891884160000084
12,-1.32890466,1.62314879,-2.87175,4.1834453,1.67474016,46.16496,3.7532453760000113,3.7532453760000113
13,-1.72801375,1.32265846,1.57155197,-3.29107209,4.59564069,46.50271,3.7182568320000136,3.7182568320000136
14,1.3883836,3.15947175,-0.27421324,-1.34886278,1.16286019,45.8455,3.7881077760000132,3.7881077760000132
15,-1.11411054,-4.09391691,0.97526064,4.63660602,-4.02467492,49.31861,3.4550997120000035,3.4550997120000035
16,2.24104021,1.39109471,1.35839048,1.7716329,-3.41310343,46.14958,3.756198528000007,3.756198528000007
17,1.78532814,-4.70656596,-2.4921318,2.01997641,-0.58989114,49.49379,3.4394423040000066,3.4394423040000066
18,-1.15877652,-0.76115406,0.15265764,3.79160001,-0.89029584,47.03746,3.6605105280000103,3.6605105280000103
19,1.6557243,0.5805463,1.02483501,3.94002929,-0.86501638,44.91453,3.885242112000004,3.885242112000004
20,-0.54966365,-4.3645595,-3.60520459,-4.63742816,3.65026988,52.75393,3.200834880000003,4.810305999999999
21,-0.80341266,1.87617013,-3.02787019,-2.1105277,2.57463,48.25047,3.5471088000000037,3.5471088000000037
22,-4.36794923,3.18034915,-4.85847139,-2.53870977,-4.48594339,55.32409,3.0468631680000136,5.324338000000001
23,-1.97009577,-2.94092616,2.81900616,1.07025214,-1.14015962,48.57887,3.5181250560000072,3.5181250560000072
24,1.87624063,-1.05257949,2.87473765,4.20259948,1.6059906,43.66959,4.022222400000011,4.022222400000011
25,-4.79411739,1.25082885,1.18576135,-0.69432289,1.19150102,48.45131,3.531154176000001,3.531154176000001
26,2.21655028,-3.064883,-3.77343803,3.88237635,-2.24582552,49.00503,3.482557632000005,3.482557632000005
27,4.42404534,-4.87599681,-3.69450356,-3.74668783,-2.59989926,53.25145,3.1582206720000006,4.90981
28,0.15927852,2.14404254,-4.16915641,3.48393806,3.24690953,45.53944,3.8216880000000035,3.8216880000000035
29,-2.48332713,-1.58777751,-0.33024689,-3.61671778,3.40689867,49.8031,3.412317888000005,3.412317888000005
30,-1.6478483,-0.719395,-3.27762167,2.32018769,2.13144095,48.09752,3.559972032000008,3.559972032000008
31,3.80378882,2.95986891,-2.89007752,-4.88547612,1.87753088,47.27349,3.6489156480000036,3.6489156480000036
32,-4.32687337,-0.43318818,-1.37763848,3.09222462,4.64760977,46.89024,3.6807315840000077,3.6807315840000077
33,-0.55754102,2.10762866,4.54163121,-3.32321189,-3.92539418,48.14151,3.5615427840000047,3.5615427840000047
34,-2.43502712,-3.90717857,-1.15324482,2.60694007,-0.0969046,49.96876,3.3961507200000045,3.3961507200000045
35,-2.52590232,-1.70366132,4.07973489,0.48450023,4.22386291,45.64223,3.8084480640000056,3.8084480640000056
36,3.17358372,4.7325047,4.76507061,-1.40209608,4.34385948,41.55181,4.285999872000012,4.285999872000012
37,4.87247541,2.6405705,-2.10757143,-3.77048496,2.12103798,45.99633,3.7737809280000008,3.7737809280000008
38,-3.35483071,4.69590381,-3.64336443,-3.0082693,3.8023341,48.31104,3.5463640320000103,3.5463640320000103
39,-0.10209173,3.47776712,-2.73258263,1.46803126,2.5016785,45.62524,3.8107929600000032,3.8107929600000032
40,0.19467165,0.30763339,-1.7107955,-3.40158484,-4.87587774,52.55883,3.2017265280000067,4.771286
41,4.25683141,4.91116068,-2.04237299,-4.25837144,3.60088816,44.90876,3.8909445120000052,3.8909445120000052
42,-2.09124335,1.23385171,3.29513109,4.99004084,2.07632901,43.66434,4.022096256000002,4.022096256000002
43,2.61526601,2.91787185,-0.06598797,-2.44792268,-3.48915243,47.83126,3.591219456000008,3.591219456000008
44,1.22140705,2.9811088,2.68144217,2.21594018,-1.84744603,44.57224,3.9248271360000087,3.9248271360000087
45,-0.95003824,-4.37202941,3.53721081,-1.11951177,4.32573454,47.02526,3.672921024000006,3.672921024000006
46,4.83965319,-4.78600425,4.49065811,-2.92056915,2.42354341,45.93543,3.7863624960000064,3.7863624960000064
47,2.3756058,-4.66212052,-2.28552889,4.71777479,1.13477269,47.05639,3.6668367360000036,3.6668367360000036
48,-1.56920682,-2.22936761,-0.65367961,-1.93114137,4.6613133,48.33938,3.537126144000008,3.537126144000008
49,-1.25468708,2.6678714,1.22944733,-0.19226836,-3.88452061,48.23127,3.549564288000004,3.549564288000004
50,4.13651945,1.88287298,0.38765211,0.81466373,0.40584576,44.41512,3.941030592000003,3.941030592000003
51,1.35976375,0.36603813,-3.14533467,-0.89665464,2.87600212,47.32838,3.6357050880000132,3.6357050880000132
52,-1.09787153,2.90357859,-3.70367453,2.80948638,2.19313265,46.25751,3.7456387200000134,3.7456387200000134
53,4.93641713,-2.98287787,4.62281766,-4.77183644,-4.43772167,48.9725,3.497764032,3.497764032
54,-2.95480978,4.30651063,-1.86487097,3.35947462,-0.7980887,46.72797,3.700003968000007,3.700003968000007
55,2.37830733,2.41284537,-1.6733391,-0.98938657,1.90566333,45.85751,3.7857939840000023,3.7857939840000023
56,-1.16177291,3.35567165,-3.56388414,-1.02475062,-4.8273243,51.326,3.2995278720000103,4.524720000000001
57,1.98872394,3.2019486,2.24168564,-0.14974376,1.75553683,43.85916,4.001966784000014,4.001966784000014
58,-3.13068515,3.89276143,-2.59023204,-2.13165474,2.68862374,48.1873,3.556605888000011,3.556605888000011
59,-4.48603068,-1.18528893,-3.38418735,1.31692851,-2.48540651,53.07758,3.1698432000000083,4.875036000000001
60,-3.65015057,-4.49368375,1.04558536,-1.21317301,2.78755922,50.30538,3.37289011200001,4.320596
61,1.36560633,3.93337647,-0.67071517,-2.23622697,4.75384964,44.61649,3.9202202880000008,3.9202202880000008
62,1.43416934,-1.09582995,4.3291089,4.01630637,1.56040336,43.39837,4.054067712000009,4.054067712000009
63,-2.1037491,-0.70371939,-0.34205652,-4.50034545,-1.12036499,52.04784,3.232645632,4.669088
64,0.88986276,-0.08188282,1.73621818,3.27121666,1.76565287,44.40452,3.9390209280000117,3.9390209280000117
65,4.70542641,-2.54928359,3.08903574,1.18514521,2.68467155,43.86439,4.005289728000003,4.005289728000003
66,-3.83413382,3.38387999,1.94498836,2.91961834,2.82691491,44.54694,3.924343296000013,3.924343296000013
67,-1.08462788,4.12484916,-2.96302046,2.69669731,4.7288862,44.48337,3.9356375040000002,3.9356375040000002
68,-1.98469414,-2.25707461,-2.56146766,3.70911535,-3.14498129,50.66643,3.3419900160000098,4.392805999999999
69,2.83020774,-3.05553324,3.94535787,-4.93460492,-3.36716026,49.91475,3.4135896960000025,3.4135896960000025
70,-0.27124781,2.13388245,-4.57502455,2.63780199,-3.25132008,49.23673,3.4678402560000126,3.4678402560000126
71,-3.32065585,-0.72357815,-3.53955659,-0.94811942,1.57229628,51.00689,3.3108652800000056,4.4608979999999985
72,-0.84010933,-3.87401901,1.25021016,-4.42003693,1.97929028,50.56346,3.356437824000011,4.372212000000001
73,4.49056245,1.75759906,2.12192912,-2.17639881,1.17077349,44.55081,3.929663808,3.929663808
74,-0.73793788,-4.65316332,4.98893743,-2.83484483,-1.25109391,49.79535,3.417634944000006,3.417634944000006
