id,x0,x1,x2,x3,x4,intrusion,penalized_mass,mass
1,1.462821215391159,1.2136892508715391,-1.0230076778680086,-1.2712714448571203,0.3248152323067188,47.25157,3.6420641280000137,3.6420641280000137
2,-0.3450638707727194,-4.622620102018118,4.020963730290532,3.111073337495327,-3.998125698417425,48.48847,3.532299840000003,3.532299840000003
3,-4.825503313913941,3.225609920918941,-2.999149253591895,-3.1381602585315704,-1.0235411208122969,52.09494,4.678508000000001,3.2330534400000084
4,3.366659265011549,-2.3375882487744093,1.878749644383788,2.4795354902744293,4.539991216734052,43.54264,4.0403802240000095,4.0403802240000095
5,4.970419583842158,4.292631344869733,2.934433473274112,0.2847194392234087,3.5698442440479994,41.38446,4.304968128000006,4.304968128000006
6,-3.226616140455008,-0.1808103546500206,-2.177840350195765,-4.078094093129039,-2.086484776809812,54.25343,5.110206000000001,3.103928640000003
7,-1.3191137835383415,1.265470702201128,1.1682516429573298,4.671129742637277,-2.851562686264515,46.29118,3.738275712000014,3.738275712000014
8,0.4838791210204363,-2.8566972631961107,-3.797594690695405,-0.9660972561687232,1.5250635519623756,50.26776,4.313072000000002,3.369107520000012
9,1.1883638612926006,2.9411278013139963,0.3628490399569273,-4.441791297867894,-4.567943159490824,49.79229,3.4163665920000086,3.4163665920000086
10,-2.023291820660233,-1.330297365784645,-4.593255547806621,1.1954333167523146,1.0538963787257671,50.3506,4.32964,3.365388864000008
11,-2.5230183359235525,0.2654519490897655,3.740032175555825,-0.0550660584121942,4.00683187879622,45.27097,3.846279168000011,3.846279168000011
12,4.26529735326767,-4.357823887839913,-1.381992930546403,4.307745089754462,-0.3359247650951147,46.54397,3.7194024960000016,3.7194024960000016
13,2.66122174449265,2.2553642746061087,-3.453149693086744,3.3775623328983784,-1.553283715620637,46.23585,3.753549504000003,3.753549504000003
14,-4.122201763093472,-3.1628444232046604,1.4345004875212908,-2.2401310317218304,2.882262459024787,50.16131,4.291782000000001,3.386518848000009
15,-1.0489278100430963,4.540645182132721,-0.5691270437091589,1.5103781037032604,2.0948488265275955,44.83445,3.893520960000008,3.893520960000008
16,2.167601017281413,-1.1513279285281897,4.465102618560195,-2.871964294463396,-3.580687940120697,48.04588,3.569562432000004,3.569562432000004
17,2.354000378400088,4.722280707210302,-4.79118887335062,4.999004434794188,4.870265517383814,42.76965,4.136588352000009,4.136588352000009
18,-0.6990018952637911,-0.6895765010267496,0.2527062036097049,-0.657752025872469,-0.7286727242171764,48.67503,3.502557504000012,3.502557504000012
19,-3.856501979753375,2.0853635761886835,-1.7310824431478975,0.5914503522217274,-4.3283946346491575,51.27594,4.514708,3.2987865600000026
20,3.090543411672116,-3.5996095836162567,3.146892637014389,-3.751828949898482,0.0299414712935686,48.16673,3.5646894720000044,3.5646894720000044
21,3.986773351207376,0.3939489275217056,1.7005833610892296,-3.4466467890888453,1.860068393871188,45.68155,3.805693632000007,3.805693632000007
22,-2.9553795605897903,-3.87955523096025,-3.411766793578863,2.1515159215778112,-2.561729373410344,53.30603,4.920726000000001,3.151142784000013
23,-2.2249425388872623,2.7961131837219,4.902292545884848,-1.597696216776967,-2.4214842543005943,46.97496,3.6743448960000062,3.6743448960000062
24,0.8329331781715155,-1.8286694772541523,-0.0634776055812835,2.8041768353432417,3.280005566775799,45.43314,3.8285965440000016,3.8285965440000016
25,0.2877212688326835,1.7472847178578377,4.13545411080122,1.827339539304376,-0.0019888766109943,44.25414,3.9569368320000047,3.9569368320000047
26,-1.6788172256201506,-2.73433948867023,-0.8205742202699184,-2.574535897001624,4.298038836568594,49.22716,3.459881088000008,3.459881088000008
27,-3.5020886827260256,3.797961799427867,2.467236425727606,3.675994696095586,0.719964662566781,44.58199,3.920792256000005,3.920792256000005
28,4.531344193965197,-0.3318165056407451,-2.654865086078644,-1.9221703987568617,-4.859154289588332,50.1992,4.29936,3.385297152000005
29,3.6354105081409216,3.683658633381128,-2.224333770573139,-0.3523537516593933,-3.2517871353775263,46.97134,3.675912192000003,3.675912192000003
30,-4.4028958119452,-2.149961339309812,2.6633926667273045,3.9909279346466064,2.39078632555902,46.53689,3.719186496000004,3.719186496000004
31,-0.1531716436147689,0.7733788806945086,-4.29782846942544,-4.7595928981900215,2.5533658266067505,50.48863,4.357246,3.357336384000001
32,1.8084743712097409,-4.786481447517872,0.7363247871398926,0.897165946662426,-1.849225386977196,49.12302,3.4735495680000006,3.4735495680000006
33,1.577991126105189,3.3272143453359604,3.519561281427741,2.512770276516676,1.348935533314943,42.6573,4.142294208000011,4.142294208000011
34,-0.2249634824693203,-2.3599233385175467,-1.5146448370069263,-1.8549236841499803,-2.9887068830430508,52.13062,4.685644000000002,3.225175488000012
35,-4.633684270083904,0.9638075437396764,0.5051520932465792,1.8968059308826923,-1.9108908157795668,49.04605,3.474195840000013,3.474195840000013
36,3.5633134562522173,-4.449566323310137,-4.382512094452977,-3.735535871237517,3.7063017953187214,50.29727,4.318973999999999,3.3826481280000014
37,4.459399729967117,1.5568563900887966,-0.4380342457443476,-4.045596430078149,4.442674545571208,45.08971,3.8696520960000007,3.8696520960000007
38,-3.732724552974105,-3.071254873648286,4.684004867449403,0.3416287805885076,-1.237971382215619,49.03827,3.4812167040000066,3.4812167040000066
39,-1.7510668281465769,4.154405752196908,-3.662400795146823,-0.9100915212184192,-3.900274969637394,50.63665,4.386850000000001,3.349320192000002
