dimension,dataset,feature,mean,std,min,max,count,n_missing
5,BBOB_SM_all,ic.h_max,0.7857900420304177,0.04723702736670901,0.6334926514049597,0.8868842116985305,1233,0
5,BBOB_SM_all,ic.eps_s,-0.8041415300133871,0.23447941804302425,-1.5965965965965965,-0.1951951951951951,1233,0
5,BBOB_SM_all,ic.eps_max,0.01461941224820904,0.013345492641391695,3.165924111983521e-05,0.0765391938823014,1233,0
5,BBOB_SM_all,ic.eps_ratio,-1.6971838018066727,0.4159891616740617,-4.019019019019019,-0.8958958958958957,1233,0
5,BBOB_SM_all,ic.m0,0.5299129491647739,0.05778151115896146,0.438301282051282,0.6899038461538461,1233,0
5,BBOB_SM_all,ic.costs_runtime,0.7432179999999999,0.10270954376596174,0.062,0.879672,1233,0
5,BBOB_SM_all,ela_level.mmce_lda_10,0.0944361178696945,0.018532732839603907,0.024,0.136,1233,0
5,BBOB_SM_all,ela_level.mmce_qda_10,0.06840271316572044,0.02481036650426299,0.01120001,0.12,1233,0
5,BBOB_SM_all,ela_level.lda_qda_10,1.542706715440553,0.5749802197025666,0.8823529411764707,5.346151275888808,1233,0
5,BBOB_SM_all,ela_level.mmce_lda_25,0.19795274398486074,0.07622427208828116,0.0072,0.3727999999999999,1233,0
5,BBOB_SM_all,ela_level.mmce_qda_25,0.1326920886726142,0.06673958380765546,0.01600001,0.3,1233,0
5,BBOB_SM_all,ela_level.lda_qda_25,1.6190513519493728,0.7199806905313452,0.2702701789627774,6.447759991089553,1233,0
5,BBOB_SM_all,ela_level.mmce_lda_50,0.2578539064612057,0.15597575424430898,0.004,0.5866666666666667,1233,0
5,BBOB_SM_all,ela_level.mmce_qda_50,0.16641017464179506,0.1277131605842737,0.00560001,0.5488000100000002,1233,0
5,BBOB_SM_all,ela_level.lda_qda_50,1.7368380951006477,1.1271742501565205,0.3333333333333333,7.8823517820070945,1233,0
5,BBOB_SM_all,ela_level.costs_runtime,0.26404218653690187,0.02426689725876484,0.125,0.410452,1233,0
5,BBOB_SM_all,ela_meta.lin_simple.adj_r2,0.3983374000299213,0.31610344253584866,-0.0284992195815307,1.0,1233,0
5,BBOB_SM_all,ela_meta.lin_simple.intercept,0.2724190743004924,0.19574935244184863,0.0056260062726121,0.8720562074894659,1233,0
5,BBOB_SM_all,ela_meta.lin_simple.coef.min,0.00293189273093833,0.003320733501792987,1.060189356113031e-06,0.0154133770416054,1233,0
5,BBOB_SM_all,ela_meta.lin_simple.coef.max,0.025862370127128997,0.021400034634622356,0.0004804319743781,0.1059901008888606,1233,0
5,BBOB_SM_all,ela_meta.lin_simple.coef.max_by_min,119.17470971527146,1474.2520423864094,1.0679672301455534,50092.48627464009,1233,0
5,BBOB_SM_all,ela_meta.lin_w_interact.adj_r2,0.5359931219970558,0.31419760736297636,-0.0625671891670378,1.0,1233,0
5,BBOB_SM_all,ela_meta.quad_simple.adj_r2,0.6099036178790046,0.31951412462819095,-0.0064834727826486,1.0,1233,0
5,BBOB_SM_all,ela_meta.quad_simple.cond,254.4431023122181,1809.538692031799,1.0000000000000009,38162.66137519627,1233,0
5,BBOB_SM_all,ela_meta.quad_w_interact.adj_r2,0.7886123593113984,0.313854900652203,-0.0217569946041054,1.0,1233,0
