id,Unnamed: 0,x0,x1,x2,x3,x4,intrusion,mass,penalized_mass
1,0.0,0.6466136941585481,0.6217931614116725,0.397742765251596,0.37258120825353647,0.5325462930522311,0.2925151504412235,0.5487035494614894,0.07138602342854689
2,0.0008006405124099279,0.46552177538013745,0.03755951549421339,0.9025338680239418,0.8110891018668068,0.10002782279435937,0.34730924619909986,0.4834666225735493,0.04013745099637405
3,0.0016012810248198558,0.016725896738009324,0.8231929977271542,0.19997426013468772,0.18577585131511898,0.3976406728831791,0.5070741928624588,0.3056135532922453,0.3664491263393052
4,0.0024019215372297837,0.8373170126867541,0.2662986740854424,0.688145140710734,0.747895915370596,0.9542826752671115,0.1282112733458554,0.7854373588498297,0.18478182459071513
5,0.0032025620496397116,0.9979621972841696,0.9300053305035446,0.7937959783230413,0.5282773752478039,0.8572176236562427,0.03260490130063437,0.9426916176182132,0.26010681811520164
6,0.0040032025620496394,0.1768829489576554,0.48219919208910045,0.2821692992246173,0.0917238251931744,0.29129113643801136,0.6026942977637595,0.22886996673502727,0.4893483540172804
7,0.004803843074459567,0.36795331318160557,0.6269766539704082,0.6170398467597227,0.9671920746158983,0.21474363501980273,0.24997031931105357,0.6058856091782189,0.09877630405823397
8,0.005604483586869495,0.548555192764129,0.21433416470349026,0.12006735343670277,0.4031176670017805,0.6526334225009524,0.42613096714746446,0.3864754641330947,0.26241389299162143
9,0.006405124099279423,0.6191218976627788,0.7947154075437562,0.5364366800790618,0.05533141357706724,0.04301650097914171,0.40506786688875507,0.4145632573582953,0.0071326498590084195
10,0.007205764611689352,0.29741733007075266,0.3671317844443293,0.040439122228986144,0.6194055826238561,0.6054922497970526,0.4298007406882376,0.38426533100132737,0.26713060329412114
11,0.008006405124099279,0.2473608114313373,0.5268715075859361,0.8744187702482675,0.49427762619826826,0.9009390684623935,0.20477548995286532,0.670076009271881,0.12952358880116027
12,0.008807045636509208,0.9273316363678259,0.06406648218847828,0.3618162012577107,0.9308309376855688,0.4664379983764213,0.26116879895098716,0.5946685673263828,0.09340332649011666
13,0.009607686148919135,0.7666548698621123,0.7260682366655715,0.15453875624958505,0.8377546277094767,0.3446389177334603,0.24751922599851156,0.6149633818323339,0.10312456891123935
14,0.010408326661329063,0.08717408412151077,0.1836878331497125,0.6436855267177642,0.27563480222132875,0.7884237570267488,0.4214152815678492,0.3968236525325643,0.2563528860903521
15,0.01120896717373899,0.3950172547682289,0.9548323264047117,0.443166279245642,0.6509197107879583,0.7096415239947491,0.18543785661126266,0.6981535323617114,0.1429727587091126
16,0.01200960768614892,0.7172099547380244,0.3850472101892593,0.9469824465450434,0.21241205574201683,0.14179326524192293,0.3277027146755501,0.5056131424868291,0.05074566270474341
17,0.012810248198558846,0.7358811735131489,0.973014636256342,0.020630329991357183,1.0,0.9873272478328057,0.09396817521352381,0.8426173645394849,0.21217112133877453
18,0.013610888710968775,0.43006857292038875,0.43127003761069976,0.5254137936819943,0.43397142775273795,0.42714281734143084,0.3555737675869157,0.46578966557358426,0.03167016570958156
19,0.014411529223378704,0.11378865379317223,0.709050610998462,0.32687998418333536,0.5589696035513848,0.066983786948902,0.47079287309068996,0.34468114824221113,0.3198172366996672
20,0.01521216973578863,0.8096590879275674,0.13996621274748855,0.8150584889282905,0.1243706952645574,0.5030436118737426,0.3330563135698339,0.5027169643123047,0.049358389609881655
21,0.016012810248198558,0.8994324925865332,0.5397344752011638,0.6703145966129543,0.15490795172230756,0.6861512947257546,0.22296399333734998,0.6459545423268229,0.11796937490788975
22,0.016813450760608487,0.20405212750036364,0.11194273826775998,0.15868027843282173,0.7150734932936469,0.24374200976383564,0.5607249176028635,0.2569310576082722,0.43540567728395596
23,0.017614091273018415,0.2772184160102009,0.7801989702501764,0.9907355862195093,0.33991836535395825,0.25777380093344593,0.2802614558599428,0.5678891893474043,0.08057596977078378
24,0.018414731785428344,0.5835191788330688,0.31724310683966267,0.49377071706539827,0.7803803043167085,0.8282187121919729,0.2119595456639616,0.659566579747085,0.1244895584537388
25,0.01921537229783827,0.528906487153361,0.6752078120535349,0.9139918484045075,0.682635629636195,0.49984891977597895,0.15973039302548117,0.735843902158474,0.161026494634053
26,0.020016012810248198,0.33192260137568436,0.2265825779378244,0.4180019221797407,0.2421734521061158,0.9300748789956772,0.3800328702555197,0.44042551224867676,0.01952070343163618
27,0.020816653322658127,0.1492894632696478,0.8804872918624393,0.747039782904978,0.8676164832847447,0.5720817458465681,0.1742539958181238,0.7143618600036762,0.15073656863220017
28,0.021617293835068056,0.953980970020486,0.46708298271517606,0.23442956737631246,0.3074507031460765,0.013880272996784897,0.4230937909770705,0.39609755396185664,0.25851025153411966
29,0.02241793434747798,0.8642372404517004,0.8690451712684837,0.2775163257945952,0.464530309034191,0.17470041692726174,0.2801010915405606,0.5688206906255207,0.081022160088882
30,0.02321857485988791,0.059057571470754515,0.2850807411008676,0.7666707278880831,0.8991294558883474,0.7392506341871409,0.2608551582379417,0.594540190634251,0.09334183388839469
31,0.02401921537229784,0.48474320260504566,0.5777166539221532,0.07000490454956687,0.02353142583868242,0.755517022790483,0.4359154056065493,0.3794794479185983,0.2749896994198343
32,0.024819855884707767,0.6812370193344967,0.02115645912454674,0.5738134253108597,0.5895602366532734,0.3150293900919953,0.3754195166034659,0.44854918932686005,0.023411955268640167
