dimension,dataset,feature,mean,std,min,max,count,n_missing
5,BBOB_SM_all,ic.h_max,0.7857900420304177,0.047237027366709,0.6334926514049597,0.8868842116985305,1233,0
5,BBOB_SM_all,ic.eps_s,-0.8041415300133871,0.2344794180430242,-1.5965965965965965,0.4254254254254251,1233,0
5,BBOB_SM_all,ic.eps_max,0.014619412248209,0.0133454926413916,3.165924111983521e-05,0.0765391938823014,1233,0
5,BBOB_SM_all,ic.eps_ratio,-1.6971838018066727,0.4159891616740617,-4.019019019019019,-0.4754754754754753,1233,0
5,BBOB_SM_all,ic.m0,0.5299129491647739,0.0577815111589614,0.438301282051282,0.6899038461538461,1233,0
5,BBOB_SM_all,ic.costs_runtime,0.7432179999999999,0.1027095437659617,0.062,0.879672,1233,0
5,BBOB_SM_all,ela_level.mmce_lda_10,0.0944361178696945,0.0185327328396039,0.024,0.136,1233,0
5,BBOB_SM_all,ela_level.mmce_qda_10,0.0684027131657204,0.0248103665042629,0.01120001,0.12,1233,0
5,BBOB_SM_all,ela_level.lda_qda_10,1.542706715440553,0.5749802197025666,0.8823529411764707,5.346151275888808,1233,0
5,BBOB_SM_all,ela_level.mmce_lda_25,0.1979527439848607,0.0762242720882811,0.0072,0.3727999999999999,1233,0
5,BBOB_SM_all,ela_level.mmce_qda_25,0.1326920886726142,0.0667395838076554,0.01600001,0.3,1233,0
5,BBOB_SM_all,ela_level.lda_qda_25,1.6190513519493728,0.7199806905313452,0.2702701789627774,6.447759991089553,1233,0
5,BBOB_SM_all,ela_level.mmce_lda_50,0.2578539064612057,0.1559757542443089,0.004,0.5866666666666667,1233,0
5,BBOB_SM_all,ela_level.mmce_qda_50,0.166410174641795,0.1277131605842737,0.00560001,0.5488000100000002,1233,0
5,BBOB_SM_all,ela_level.lda_qda_50,1.7368380951006477,1.1271742501565205,0.3333333333333333,7.8823517820070945,1233,0
5,BBOB_SM_all,ela_level.costs_runtime,0.2640421865369018,0.0242668972587648,0.125,0.410452,1233,0
5,BBOB_SM_all,ela_meta.lin_simple.adj_r2,0.3983374000299213,0.3161034425358486,-0.0284992195815307,1.0,1233,0
5,BBOB_SM_all,ela_meta.lin_simple.intercept,0.2724190743004924,0.1957493524418486,0.0056260062726121,0.8720562074894659,1233,0
5,BBOB_SM_all,ela_meta.lin_simple.coef.min,0.0029318927309383,0.0033207335017929,1.060189356113031e-06,0.0154133770416054,1233,0
5,BBOB_SM_all,ela_meta.lin_simple.coef.max,0.0258623701271289,0.0214000346346223,0.0004804319743781,0.303415063058311,1233,0
5,BBOB_SM_all,ela_meta.lin_simple.coef.max_by_min,119.17470971527146,1474.2520423864094,1.0679672301455534,50092.48627464009,1233,0
5,BBOB_SM_all,ela_meta.lin_w_interact.adj_r2,0.5359931219970558,0.3141976073629763,-0.0625671891670378,1.0,1233,0
5,BBOB_SM_all,ela_meta.quad_simple.adj_r2,0.6099036178790046,0.3195141246281909,-0.0064834727826486,1.0,1233,0
5,BBOB_SM_all,ela_meta.quad_simple.cond,254.4431023122181,1809.538692031799,1.0000000000000009,38162.66137519627,1233,0
5,BBOB_SM_all,ela_meta.quad_w_interact.adj_r2,0.7886123593113984,0.313854900652203,-0.0217569946041054,1.0,1233,0
5,BBOB_SM_all,ela_meta.costs_runtime,0.0205170413625304,0.0055445108877599,0.0,0.208866,1233,0
5,BBOB_SM_all,ela_distr.skewness,1.514038970248105,2.0736573084442336,-2.763102312123164,19.993249558633128,1233,0
5,BBOB_SM_all,ela_distr.kurtosis,8.634255769598271,28.00165732123121,-1.7803683838885969,500.9088242548963,1233,0
5,BBOB_SM_all,ela_distr.number_of_peaks,2.694241686942417,1.6410246630647458,1.0,9.0,1233,0
5,BBOB_SM_all,ela_distr.costs_runtime,0.0108351654501216,0.002008572997731,0.0,0.016,1233,0
5,BBOB_SM_all,nbc.nn_nb.sd_ratio,0.7601993075848215,0.1198016552345216,0.4552523327521054,0.9258402500018312,1233,0
5,BBOB_SM_all,nbc.nn_nb.mean_ratio,0.8465104788783518,0.0254503391532376,0.7683259306194228,0.8795221540988787,1233,0
5,BBOB_SM_all,nbc.nn_nb.cor,0.5550753949476224,0.0867260332305893,0.2748438574605156,0.6971511074015246,1233,0
5,BBOB_SM_all,nbc.dist_ratio.coeff_var,0.2023030427773543,0.0198924474152115,0.1708685620122738,0.2656970594745212,1233,0
5,BBOB_SM_all,nbc.nb_fitness.cor,-0.333853365535315,0.12163883670929,-0.6294923117069361,-0.0839526909280438,1233,0
5,BBOB_SM_all,nbc.costs_runtime,0.2736976788321168,0.0442109087121776,0.0,0.350765,1233,0
5,BBOB_SM_all,disp.ratio_mean_02,0.6578160854423631,0.177998780273222,0.3839196211957979,1.3007520022658896,1233,0
5,BBOB_SM_all,disp.ratio_mean_05,0.7181532532778352,0.1422158451229218,0.4930750489643734,1.130226420238836,1233,0
5,BBOB_SM_all,disp.ratio_mean_10,0.7673459601203011,0.1135429687122298,0.5785324999548638,1.1130506531385091,1233,0
5,BBOB_SM_all,disp.ratio_mean_25,0.8438640480676636,0.072938606506815,0.7140104937728208,1.0934769598782834,1233,0
5,BBOB_SM_all,disp.ratio_median_02,0.6454864816410382,0.1880516933677017,0.3873795132638783,1.3260518552924598,1233,0
5,BBOB_SM_all,disp.ratio_median_05,0.7058177793858845,0.1517480780469511,0.4880720568411737,1.1964531114398,1233,0
5,BBOB_SM_all,disp.ratio_median_10,0.7560929109554524,0.1206925318611495,0.5772245156919386,1.1228284302262614,1233,0
5,BBOB_SM_all,disp.ratio_median_25,0.8365556620361049,0.0772018707639776,0.7143812150125827,1.1154397825441194,1233,0
5,BBOB_SM_all,disp.diff_mean_02,-3.00770946466317,1.5645805933571724,-5.41678794955852,2.6493948134780165,1233,0
5,BBOB_SM_all,disp.diff_mean_05,-2.477339878348173,1.250007750447068,-4.457056352663046,1.1510983612040704,1233,0
5,BBOB_SM_all,disp.diff_mean_10,-2.044952026633355,0.9979620129345133,-3.705685416903391,0.9976686376310848,1233,0
5,BBOB_SM_all,disp.diff_mean_25,-1.372374109929499,0.641074249800148,-2.513291505392002,0.8234604285768548,1233,0
5,BBOB_SM_all,disp.diff_median_02,-3.13231373947438,1.6615365647076628,-5.418504450513922,2.891639531858712,1233,0
5,BBOB_SM_all,disp.diff_median_05,-2.599203556168687,1.340735060237427,-4.540655561509869,1.751694594670349,1233,0
5,BBOB_SM_all,disp.diff_median_10,-2.155013863937469,1.0663148944862344,-3.7393637543795473,1.0973064514408826,1233,0
5,BBOB_SM_all,disp.diff_median_25,-1.444084956852788,0.6820371422933449,-2.5230579778386453,1.0192623278268125,1233,0
5,BBOB_SM_all,disp.costs_runtime,0.0976428264395782,0.0169340738329629,0.0,0.117076,1233,0
5,BBOB_SM_all,pca.expl_var.cov_x,1.0,0.0,1.0,1.0,1233,0
5,BBOB_SM_all,pca.expl_var.cor_x,1.0,0.0,1.0,1.0,1233,0
5,BBOB_SM_all,pca.expl_var.cov_init,0.8333333333333331,2.2213470215126896e-16,0.8333333333333334,0.8333333333333334,1233,0
5,BBOB_SM_all,pca.expl_var.cor_init,0.8860502838605029,0.0775368133610803,0.8333333333333334,1.0,1233,0
5,BBOB_SM_all,pca.expl_var_PC1.cov_x,0.2166061494736768,0.0069099058423645,0.2042092557943659,0.2778154764547946,1233,0
5,BBOB_SM_all,pca.expl_var_PC1.cor_x,0.2166050694461826,0.006904533459303,0.2042154397448282,0.2778026622647385,1233,0
5,BBOB_SM_all,pca.expl_var_PC1.cov_init,0.216523986719201,0.0069084192749488,0.2042802381179599,0.2782429120164366,1233,0
5,BBOB_SM_all,pca.expl_var_PC1.cor_init,0.2614667133641366,0.0491832291181518,0.1752019869023983,0.3490559953355095,1233,0
5,BBOB_SM_all,pca.costs_runtime,0.0148159797242497,0.0015879828963095,0.0,0.016151,1233,0
5,BBOB_SM_all,seed_number,48.0,3.2113081446662823,43.0,53.0,33,1200
10,BBOB_SM_all,ic.h_max,0.8131144178440893,0.0388330066874159,0.6613236807759661,0.8853718733654948,1233,0
10,BBOB_SM_all,ic.eps_s,-1.1569192874951186,0.1718586851305703,-2.017017017017017,-0.7957957957957956,1233,0
10,BBOB_SM_all,ic.eps_max,0.0071052318052053,0.0047133813913526,1e-05,0.0241759407916913,1233,0
10,BBOB_SM_all,ic.eps_ratio,-1.9652377438265525,0.3842161646019333,-4.21921921921922,-1.3963963963963963,1233,0
10,BBOB_SM_all,ic.m0,0.5700599735818309,0.0391263447836426,0.4939951961569255,0.6921537229783827,1233,0
10,BBOB_SM_all,ic.costs_runtime,1.5641463154906732,0.2334101216691881,0.156,1.795684,1233,0
10,BBOB_SM_all,ela_level.mmce_lda_10,0.0927892944038929,0.0162003336020622,0.026,0.12,1233,0
10,BBOB_SM_all,ela_level.mmce_qda_10,0.071409904298459,0.0214911997907981,0.01880001,0.1233333333333333,1233,0
10,BBOB_SM_all,ela_level.lda_qda_10,1.3789780887844385,0.3377071065615969,0.7837837837837838,2.793102645660158,1233,0
10,BBOB_SM_all,ela_level.mmce_lda_25,0.1963672343876723,0.0665164194964549,0.0108,0.3555999999999999,1233,0
10,BBOB_SM_all,ela_level.mmce_qda_25,0.1388605666396322,0.0620090871994528,0.02160001,0.2866666666666667,1233,0
10,BBOB_SM_all,ela_level.lda_qda_25,1.5207627287740673,0.6198467359060024,0.3374998945312829,5.272726473829323,1233,0
10,BBOB_SM_all,ela_level.mmce_lda_50,0.2565399297107326,0.1399014477892835,0.0111999999999999,0.534,1233,0
10,BBOB_SM_all,ela_level.mmce_qda_50,0.1739836809948634,0.1201016810152656,0.01920001,0.5260000100000001,1233,0
10,BBOB_SM_all,ela_level.lda_qda_50,1.6253349520138265,0.9999097666408512,0.4999997916667534,9.371210346361677,1233,0
10,BBOB_SM_all,ela_level.costs_runtime,0.3618334931062449,0.0387511681350971,0.11,0.403088,1233,0
10,BBOB_SM_all,ela_meta.lin_simple.adj_r2,0.4073196939947737,0.302762960806378,-0.0229913622571875,1.0,1233,0
10,BBOB_SM_all,ela_meta.lin_simple.intercept,0.2912695288251772,0.2254418145654193,0.0033027450595527,0.960035978228737,1233,0
10,BBOB_SM_all,ela_meta.lin_simple.coef.min,0.0010059968282525,0.0014125020884389,4.559160144375419e-07,0.0074377935660489,1233,0
10,BBOB_SM_all,ela_meta.lin_simple.coef.max,0.0198127995133897,0.0176278597843135,0.0010458457409987,0.0819457562384246,1233,0
10,BBOB_SM_all,ela_meta.lin_simple.coef.max_by_min,209.159701397153,1241.5489067505764,1.2499253592020647,31824.155474726344,1233,0
10,BBOB_SM_all,ela_meta.lin_w_interact.adj_r2,0.5569832890344937,0.313172227207269,-0.0638348438440787,1.0,1233,0
10,BBOB_SM_all,ela_meta.quad_simple.adj_r2,0.6003380798100004,0.3225003354395404,-0.005405435158978,1.0,1233,0
10,BBOB_SM_all,ela_meta.quad_simple.cond,1921.3911254409131,33888.00609592976,1.000000000000003,1110601.5086449853,1233,0
10,BBOB_SM_all,ela_meta.quad_w_interact.adj_r2,0.7779974343888776,0.3075383777698924,-0.0206795302980054,1.0,1233,0
10,BBOB_SM_all,ela_meta.costs_runtime,0.1006582781832927,0.013621377932459,0.015,0.13208,1233,0
10,BBOB_SM_all,ela_distr.skewness,1.573601240481705,3.011412712026156,-5.027505574658341,32.11214464531448,1233,0
10,BBOB_SM_all,ela_distr.kurtosis,17.1651200513421,65.41810279786498,-1.6973844972317602,1298.161985613226,1233,0
10,BBOB_SM_all,ela_distr.number_of_peaks,3.047850770478508,1.771935072114776,1.0,9.0,1233,0
10,BBOB_SM_all,ela_distr.costs_runtime,0.0213597388483373,0.0040167231538166,0.0,0.027483,1233,0
10,BBOB_SM_all,nbc.nn_nb.sd_ratio,0.8737234887291957,0.1032999386425189,0.537381170043303,1.0255861497823104,1233,0
10,BBOB_SM_all,nbc.nn_nb.mean_ratio,0.9192885249500806,0.0152970579867716,0.8571167112593722,0.9390239990300924,1233,0
10,BBOB_SM_all,nbc.nn_nb.cor,0.6381682185134919,0.0672542748513964,0.4241675630705694,0.7331451005737512,1233,0
10,BBOB_SM_all,nbc.dist_ratio.coeff_var,0.1194095655282236,0.0135891470030202,0.1019765548519655,0.173310467196645,1233,0
10,BBOB_SM_all,nbc.nb_fitness.cor,-0.4032471439193655,0.1120427372333962,-0.6605228693061346,-0.0787966873894843,1233,0
10,BBOB_SM_all,nbc.costs_runtime,1.083953785888078,0.1766524296639538,0.015,1.238537,1233,0
10,BBOB_SM_all,disp.ratio_mean_02,0.7820700303370048,0.1102338644235535,0.6107223627958159,1.1730340008276894,1233,0
10,BBOB_SM_all,disp.ratio_mean_05,0.8220833098795826,0.0879007456810861,0.6840095934825786,1.101686393983653,1233,0
10,BBOB_SM_all,disp.ratio_mean_10,0.8550576167747116,0.0703732998054977,0.7417096027884448,1.099266703883058,1233,0
10,BBOB_SM_all,disp.ratio_mean_25,0.9029749153630968,0.0462824803538751,0.8300544584436821,1.0691500618801475,1233,0
10,BBOB_SM_all,disp.ratio_median_02,0.7786025132667272,0.1139191852668271,0.6110640998381602,1.18781000406111,1233,0
10,BBOB_SM_all,disp.ratio_median_05,0.8195614454597335,0.090080868660736,0.6887951900355886,1.1235486092791696,1233,0
10,BBOB_SM_all,disp.ratio_median_10,0.8533250763608382,0.0717323497298668,0.7439967217015605,1.1222821894023147,1233,0
10,BBOB_SM_all,disp.ratio_median_25,0.9023407550357204,0.046584064236785,0.8321692282052067,1.077685461117775,1233,0
10,BBOB_SM_all,disp.diff_mean_02,-2.762817796989303,1.3974995354665996,-4.934458165068371,2.195415818093132,1233,0
10,BBOB_SM_all,disp.diff_mean_05,-2.255544580912422,1.1143587469029903,-4.005885384035658,1.2912923757783616,1233,0
10,BBOB_SM_all,disp.diff_mean_10,-1.837510382637875,0.8921587036440723,-3.274408670914788,1.260244174498924,1233,0
10,BBOB_SM_all,disp.diff_mean_25,-1.230035323760055,0.5867507036382229,-2.154439967040407,0.8778972126782758,1233,0
10,BBOB_SM_all,disp.diff_median_02,-2.814163893002969,1.448033808235606,-4.944004322188956,2.393028135498536,1233,0
10,BBOB_SM_all,disp.diff_median_05,-2.293533377581209,1.1450054220386965,-3.955916450268072,1.570667761179534,1233,0
10,BBOB_SM_all,disp.diff_median_10,-1.86436569377438,0.9117795021305573,-3.2542157046324736,1.5545678238002445,1233,0
10,BBOB_SM_all,disp.diff_median_25,-1.2413297363272473,0.5921233649200511,-2.133400544420038,0.9876116777190448,1233,0
10,BBOB_SM_all,disp.costs_runtime,0.4487702506082724,0.0782454573777785,0.0,0.542247,1233,0
