id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
14,-3.2229698169976477,-1.5285002999007702,1.8423404917120931,-2.447130475193262,3.6818512063473454,-2.285756664350629,-1.4963740203529596,1.1303976364433763,-1.4682543370872736,-2.1396713238209486,-4.308147486299276,-1.6357403062283993,1.4356211200356483,2.6732725743204355,2.062608990818262
16,2.2591402288526297,-3.844964867457748,4.463551929220557,-2.960090870037675,-0.7451455947011709,3.967045908793807,-3.8763144239783287,-3.457268066704273,0.8038220833986998,3.843962838873267,4.226617850363255,2.8008161950856447,3.9404412265867,0.6411388050764799,-2.779164258390665
18,-1.7340058274567127,-4.214662862941623,0.1248955447226762,-0.6064289528876543,-3.0934608448296785,1.4050268568098545,1.5355244744569063,-3.1753586512058973,-2.6198499090969563,4.726595422253013,-0.1235224772244691,-2.427732003852725,1.2228767480701208,-2.4404336512088776,-4.672878887504339
33,1.6257565934211016,3.7446928583085537,3.3044166956096888,0.9312038030475378,1.5258372109383345,-1.7266743164509537,-4.988068779930472,1.4446107856929302,-2.740800343453884,-4.142373725771904,2.0695598237216477,-1.808099504560232,3.06062881834805,4.2395558301359415,-2.984900204464793
36,3.655761582776904,-0.3721134271472692,-4.6613924112170935,-3.662339216098189,2.5385685451328754,-4.012429201975465,1.3715872447937727,3.8715130276978016,-0.3632900491356849,-0.7694864831864834,3.1604964938014746,-3.356450302526355,-4.049082035198808,-1.6994339879602194,-0.1825037412345409
37,4.842028524726629,1.5330241061747074,-0.3695930354297161,-4.9205562099814415,4.0836606454104185,-0.9057073388248682,-0.7106029149144888,-2.720678895711899,3.214271366596222,4.954628897830844,-0.6628038641065359,-4.9159360863268375,1.3630193285644054,-3.594296658411622,-2.267570998519659
40,0.6244462728500366,-4.429515032097697,1.668262351304293,2.1826781518757343,0.6045275367796421,-3.6589915584772825,3.0706947576254606,-0.0880444422364234,1.1401062458753586,0.2904094103723764,-4.566107019782066,-0.2533427532762289,-0.4331383481621742,1.0563125368207693,-4.483810169622302
41,0.7561311777681112,0.472574969753623,-2.6075986959040165,3.62003424204886,-0.7901023235172033,-4.790836786851287,-0.2023965306580066,-3.361980300396681,3.0415428429841995,-0.0221632234752178,-4.199254103004932,-2.0470539573580027,-3.344347206875682,-1.0628585889935491,1.354920715093613
42,-0.4693645518273115,-1.213068338111043,2.360800700262189,-3.9004130847752094,2.445598486810922,4.342736294493079,1.131289815530181,3.3409956097602844,-2.021251879632473,1.778854001313448,0.5435152631253004,1.3156659062951803,2.355937473475933,0.3214961104094982,-0.9964409191161394
45,2.54659216850996,4.56954631023109,1.2159453798085451,-2.1309891156852245,-3.5838437732309103,-2.567358212545514,-4.089147094637156,2.160078249871731,-3.5055692866444588,0.7929882500320673,3.1074393820017576,-4.0611321199685335,-2.231911662966013,1.7087194509804249,3.31215656362474
46,-3.688696715980768,-4.0597708616405725,-3.810772392898798,0.3894570935517549,4.41870616748929,3.2886913139373064,4.432188412174583,-2.0646426267921925,1.5572252869606018,-2.2394132521003485,-1.6365302726626396,4.462701482698321,3.161823069676757,-2.2145436704158783,-4.371233694255352
47,-1.656317114830017,1.9417642802000048,2.5899427197873592,-2.6537166256457567,0.8955523651093245,1.1994848307222128,-1.7913538496941328,-4.501633774489164,4.091138169169426,-2.536264779046178,-3.0454410146921878,0.3753042593598366,-4.727078480646014,4.989018887281418,-1.528707044199109
49,2.492779279127717,2.197094894945621,2.0012881234288216,-0.3000540379434824,2.92224601842463,3.4688406623899937,4.128298722207546,-4.8032204527407885,-2.469664542004466,-3.5757961589843035,1.3642206229269505,-4.377226643264294,-0.1045681815594434,-3.18976198323071,-0.9239404741674662
50,-1.2719411868602035,-1.6860999912023544,-3.0305782798677683,2.221003621816635,-3.766823764890432,-3.018312938511372,-4.393214983865619,4.741361597552896,2.5528372917324305,4.631736306473613,-2.676590932533145,3.9757323637604713,4.199076257646084,2.6036194805055857,1.7399593070149422
51,-3.3018707763403654,4.900141349062324,4.310001945123076,-4.484355989843607,-0.2974276710301637,-0.3028709627687931,1.7520550545305014,2.4425908643752337,0.5561102274805307,0.5925093684345484,-1.2730398401618004,1.1868325900286436,-2.599661070853472,-0.2218865510076284,3.9183274935930967
56,1.0037972405552864,-0.8799150679260492,3.0116896983236074,-1.5467392466962335,3.856404796242714,1.6145485825836658,-3.4574721194803715,3.605350265279412,3.915542671456933,2.145706135779619,-3.865346349775791,-3.446554327383637,2.80791450291872,-1.4908699225634336,-1.6027714405208826
57,0.1985566597431898,4.217954101040959,-1.4620016235858202,-3.0011857952922583,-4.7647875268012285,0.5608656816184521,0.7496001105755568,0.3167861606925726,2.062704721465707,-1.916520660743117,-4.905951097607613,-4.145590430125594,0.9928779769688844,1.4876903407275677,4.741429481655359
58,-1.0269381757825613,-4.723844220861793,3.584562093019485,4.516819026321173,3.256220892071724,-1.086733564734459,-0.4261756502091884,-0.4508260171860456,-2.9170725028961897,1.095088953152299,1.0935044940561056,4.996529305353761,-4.403181336820126,-2.074395455420017,-2.589828437194228
