id,x0,x1,x2,x3,x4,SEA,Intrusion,Penalized SEA
1,-0.28765693,1.9005578,4.67785006,4.02459563,-3.26049721,13245.581046771364,99.1127,3911.27
2,-4.80230798,3.89604419,0.74240205,-2.5317372,3.82819054,6505.621941007704,35.32838,-6505.621941007704
3,-4.321285,-0.79201381,-4.64600173,-3.41474089,3.35040675,8219.442998906832,47.64891,-8219.442998906832
4,2.71513389,-4.39962803,-1.50863523,4.84692062,1.98614288,7404.984881435777,40.82085,-7404.984881435777
5,-4.06205817,-2.87488656,-0.03241594,4.49756787,-3.60315778,19094.87842710636,102.1179,4211.790000000001
6,-4.62384679,-1.60699625,2.13277637,-3.06133904,1.08272688,9970.471190441289,55.62851,-9970.471190441289
7,1.18347106,0.50956732,-3.24486458,4.90653519,0.8178577,7603.982041943858,56.99585,-7603.982041943858
8,-0.92177404,2.96139705,1.91843917,1.72700026,0.31740345,7996.034779277036,51.16666,-7996.034779277036
9,0.28261897,-2.13715765,-1.61553888,-0.77671035,-4.60771601,23332.895705985688,111.4362,5143.62
10,0.26707355,3.42592979,4.91331442,-1.03139663,-3.01024208,12599.687117369816,95.20485,3520.484999999999
11,-3.00083692,2.90823631,0.77838462,-2.85511589,1.22504922,8124.455631710783,48.55872,-8124.455631710783
12,1.97202386,-4.62614351,-0.66020849,-4.81340591,4.80990102,6447.014048370705,33.7111,-6447.014048370705
13,-3.42420703,-4.54831628,3.53654154,-1.7974789,3.31449681,8083.00139235518,36.36504,-8083.00139235518
14,4.15980238,-3.3184445,-2.5040359,-0.51659642,-2.93000136,14434.212126910666,102.4103,4241.030000000001
15,0.51853314,2.89927,-1.21490549,1.46877115,1.65413429,6842.3843815820255,40.79028,-6842.3843815820255
16,-2.90867334,1.75724957,4.41264275,-4.38896009,4.71871964,5839.052764482453,30.53592,-5839.052764482453
17,4.45473553,-4.82352459,0.6113404,-4.23856932,-2.91982281,14656.088729581248,103.5369,4353.6900000000005
18,1.62476219,-3.33803083,-4.37645633,3.59814283,-1.0888645,11048.94525736722,85.40969,2540.969
19,1.01963942,-4.93804044,-2.29864102,4.65023574,0.84195573,9032.369256727825,55.12432,-9032.369256727825
