id,x0,x1,x2,x3,x4,SEA,Intrusion,Penalized SEA
1,-2.70359428,-3.04938594,-0.69343613,0.67328169,1.56169234,9285.512892414774,51.04342,-9285.512892414774
2,2.76550374,-2.83847405,2.84044697,1.92400294,-4.02646549,17307.707287417532,105.793,4579.300000000001
3,4.17076462,-1.60820747,4.5117436,2.14691872,3.06443264,5679.545954066731,31.81178,-5679.545954066731
4,0.7813178,2.95170101,-1.14108791,4.93414602,4.71833522,4926.660463078028,28.34899,-4926.660463078028
5,2.00328595,-1.75116901,4.93851048,-3.38001876,3.84278376,5830.673804749905,33.23204,-5830.673804749905
6,1.94887307,-2.57504944,-3.40090297,-1.07510647,-4.84559089,24413.847672153523,112.5782,5257.82
7,-3.7822814,1.83351352,-2.33699472,-3.33919634,1.0742758,9034.902155528473,58.19539,-9034.902155528473
8,-2.50626758,0.67956446,-3.28534859,1.98979014,-2.82509172,14878.722130632654,100.2119,4021.19
9,0.77018179,1.87792046,-0.73590301,-1.27902243,-4.87452133,21890.470206380876,111.2635,5126.349999999999
10,1.41654335,1.8863287,3.87266745,-4.49284424,2.22583911,6388.593337466048,38.39155,-6388.593337466048
11,0.47373696,1.56110487,-0.08764772,-2.7869645,-1.76744404,11294.901446247315,93.33008,3333.008
12,3.58637651,3.8793186,0.51806446,-1.47229553,1.02685125,6641.717810415776,45.37403,-6641.717810415776
13,4.61202508,3.95928725,2.33031892,-0.20612199,3.00321719,5187.3550756845,32.2121,-5187.3550756845
14,-1.41202878,4.66365836,-2.45033117,4.43890984,-2.88778467,12413.0629225362,99.8877,3988.77
15,-3.72663391,4.97036547,3.84771942,1.03740304,4.16434153,5511.253234703703,28.55629,-5511.253234703703
16,-0.10421003,3.02928134,3.31666876,3.96176656,-1.4406173,9462.067567689124,75.29655,1529.6549999999995
17,-3.50510783,3.60122664,0.77146212,-4.83539701,2.88168861,6900.112635985313,40.06872,-6900.112635985313
18,-2.19777605,-3.76363565,-1.32308314,3.57512412,0.26473478,10340.911620806452,62.70853,270.8530000000003
19,-1.01064675,-4.71245127,1.54540502,3.93775537,2.25830029,7880.876947146517,39.84237,-7880.876947146517
20,-0.3657785,-3.45855492,1.32424211,0.95271978,-0.1711622,10253.541369834333,62.12188,212.18799999999973
21,-2.43461263,4.25463229,3.79815709,-2.70700714,0.66563687,7885.244852670179,55.95901,-7885.244852670179
22,2.03868827,-0.20135175,1.04374135,2.81366668,-1.71973338,10609.41103050688,79.94316,1994.3160000000007
23,3.29791544,0.15929887,-2.90175212,2.52901814,4.10114607,5466.404749346547,32.05878,-5466.404749346547
24,4.03291298,-0.73105705,2.53000832,-3.56696603,2.98885478,5994.865260976439,36.05029,-5994.865260976439
25,2.21573878,-2.06210039,-4.60352581,-3.94867713,1.64174801,7988.646165135958,57.26227,-7988.646165135958
26,3.88667962,-2.79165752,3.40795956,4.38230867,2.45974201,6172.781207994751,33.94041,-6172.781207994751
27,-0.19600676,-4.7211537,0.41656164,-1.05597745,1.72489198,8891.862482554427,43.91662,-8891.862482554427
28,-4.78843194,4.21182142,-0.9284285,0.20896944,1.15102436,8164.058436136861,46.42523,-8164.058436136861
29,-2.56159491,-4.75619823,-1.19935492,4.33520851,-4.21077294,23061.922001191164,106.5524,4655.240000000001
30,-4.43074234,-4.67302439,3.25095722,-0.88299389,-2.79171265,18161.07791546209,96.82397,3682.397
31,1.92479266,3.14908324,-4.32078593,-0.59639968,-1.57166813,10093.748052329078,89.44665,2944.6650000000004
32,-3.75834022,4.0591496,-4.30083054,-1.00754145,0.93457206,8388.643700353075,53.58924,-8388.643700353075
33,0.21640105,-2.5679878,4.86108281,2.85351073,3.35726865,6201.206530312104,30.99827,-6201.206530312104
34,3.82801667,-3.75681663,-0.66145771,-1.10304304,1.54053172,7787.558047823645,44.05668,-7787.558047823645
35,-3.3529423,3.28545814,1.46770097,3.6529476,3.52257873,5944.562266628346,31.58295,-5944.562266628346
36,3.64479803,-0.30911881,2.75102874,2.3563553,3.61873555,5444.614450957806,29.66433,-5444.614450957806
37,-3.39180509,-3.56223872,4.96037362,-4.54684314,-0.06853387,10955.481199991978,75.03842,1503.842
38,-2.18878484,2.14394846,2.90874237,3.63373603,2.18520156,6637.271587612166,35.32164,-6637.271587612166
39,-4.59058262,0.6866558,0.27146211,-0.92377284,-3.15389865,17251.517754169246,102.7739,4277.389999999999
40,1.766409,-2.88345247,-4.56311993,-1.37462091,3.31802693,7025.759004339099,41.58477,-7025.759004339099
41,-4.48080233,-4.21406973,2.72799089,4.03453511,-3.65758547,19659.89751091663,102.1772,4217.72
42,1.37578248,-3.8047892,-0.61333885,0.17980888,-4.58267068,23128.21525404098,109.4144,4941.4400000000005
43,-1.24521283,-1.72391913,-2.60084455,0.74823244,1.41853312,8701.811323070919,51.58021,-8701.811323070919
44,-4.50431964,-1.02112497,-0.30697521,-4.02891843,0.30585728,11091.737940571918,67.89915,789.9150000000006
45,-2.53870224,0.7745137,1.4780707,-2.88833717,3.48378756,6826.879661590863,35.97749,-6826.879661590863
46,1.1699812,-2.50468616,-3.89618591,-0.52419129,-3.210005,16490.036843044807,104.4217,4442.17
47,2.25569181,2.19963833,1.82198895,-4.42556408,-2.18983725,11121.974822076683,97.25558,3725.558
48,0.941535,-0.00932261,3.55854223,-0.06299403,-0.81488797,9499.011122157644,68.44621,844.6209999999994
49,-3.47357405,0.99302043,-2.11459251,-2.00044753,0.63769249,9565.223784506454,59.74894,-9565.223784506454
50,-0.68881865,2.38080818,-3.0009079,0.57048875,-0.13845474,8982.048966438977,63.11035,311.0349999999997
51,0.39326448,0.94960594,-4.1980357,2.27592768,-4.50091843,19954.41804954792,110.3281,5032.81
52,3.0744974,0.64594256,-3.51808584,3.4763006,4.13391486,5359.798615636455,31.49344,-5359.798615636455
53,-4.17368558,-0.12143898,-2.89336986,-1.20275717,-1.83781323,14231.74104098366,93.57735,3357.735
54,-1.47279438,0.05221665,-4.39217716,-1.3893437,-4.0637325,20207.567274629597,110.5661,5056.610000000001
55,0.45232675,-3.2171549,-2.41583235,-2.18145521,4.40383509,6766.50845167624,37.24438,-6766.50845167624
56,-4.00194058,1.18740357,1.09906555,4.02602663,1.19304009,8016.594931058125,50.38204,-8016.594931058125
57,4.47016829,-4.68611757,-2.8068563,1.76765043,-1.98368239,12364.087927470437,89.4286,2942.86
58,2.36415265,-0.8279796,-1.10866992,1.89171621,4.63485,5510.380632942929,30.25307,-5510.380632942929
59,-0.93597115,1.29060356,0.03896806,1.88696953,0.9777195,7905.215348209425,49.68643,-7905.215348209425
60,1.67457085,2.26662762,0.46662509,2.89138128,-2.94313336,12482.665683907517,94.19286,3419.286
61,4.59728235,-0.3693784,4.49169258,-4.05250345,0.110926,7699.529235735422,63.68907,368.9070000000001
62,1.13597878,1.58841688,-0.93858839,-0.1827403,-2.15760922,11677.334910798065,95.05808,3505.8080000000004
63,-3.86038883,-2.13217329,-1.25373795,1.46986392,-1.70483369,14049.418948363358,90.62946,3062.9459999999995
64,-1.99887946,-2.79588623,2.6413384,4.61873834,4.4654204,6107.465263848832,28.82438,-6107.465263848832
65,-2.44238034,-3.61307117,-1.83366347,-2.5505867,-2.75063153,17981.66135877278,103.5134,4351.34
66,-3.61866571,2.73968276,-3.05734644,0.8048149,4.2651179,6196.207621635984,33.4054,-6196.207621635984
67,0.19730565,0.4042961,-0.89487973,2.34659077,-4.56815749,20450.338332783704,109.3371,4933.710000000001
68,-4.09368291,2.78024747,-3.5304154,-1.38159145,-0.1093162,10041.790652102669,70.71478,1071.4780000000003
69,-3.99111696,3.54571343,-0.34319124,-0.41398198,-2.36193154,13235.987952902018,88.47389,2847.389
70,-3.24646309,0.93282526,1.38730148,2.42803005,-3.16497745,15404.738796594018,98.3017,3830.17
71,-0.12862754,-0.17107822,2.30255228,1.40012632,-4.43564364,19761.859213835058,107.8675,4786.750000000001
72,-2.96095155,4.33786545,1.59367603,4.17056119,0.75221922,7444.731104811573,51.07564,-7444.731104811573
73,-0.85042953,-4.48183703,-2.07179483,-2.71587582,-0.90049929,12983.49247225178,79.62172,1962.172
74,1.21195221,2.60869626,-0.81907084,4.85802914,1.83225581,6355.427343058528,39.05962,-6355.427343058528
75,2.12542629,4.22838834,4.09865417,1.32699167,4.67595149,4620.590870630915,26.69547,-4620.590870630915
76,2.55407706,-2.64609566,4.41243455,0.5579326,-2.82173753,13152.032978869129,94.51166,3451.1660000000006
77,-2.50005893,-3.52262071,3.17405958,-3.99442778,-2.22441224,15102.005051960925,98.65835,3865.835
78,-2.51978914,1.39417346,2.87065339,0.23448528,3.892022,6165.220683340082,30.61128,-6165.220683340082
79,4.29916591,-0.05296957,-4.25805919,4.78102581,4.15604364,5212.164430643481,30.60504,-5212.164430643481
80,1.24537854,3.34182883,3.78381546,-3.82564557,2.87464799,5820.418540780001,34.93493,-5820.418540780001
81,1.32747026,3.43773771,3.68096531,-0.00981298,1.93769917,6222.91307478079,36.16025,-6222.91307478079
82,-2.03608867,4.30316207,4.06066362,1.04571317,-2.65511065,12130.110267196058,93.01078,3301.0779999999995
83,4.10417933,2.35795076,0.30751427,-2.04989724,-3.27877528,13025.449282303349,96.7263,3672.63
84,4.27871152,2.75411128,3.72875245,4.8072719,-3.32909124,11884.593769923922,97.2204,3722.04
85,2.96584332,0.88702909,-2.78448118,-3.87483152,1.73526938,7002.501587271938,51.55568,-7002.501587271938
86,-4.65132525,2.34425022,3.51620804,-1.97579019,-3.84661659,18488.59783510054,104.9351,4493.51
87,4.82453315,1.8699593,-2.4202255,-1.54049411,1.92056355,6278.581580100668,43.22312,-6278.581580100668
88,-3.03426986,4.76114586,-2.49096445,4.56768426,-4.06506613,16614.36759415913,107.2384,4723.84
89,0.07471985,-4.46749638,-2.91030665,-1.63866922,-4.32047944,24012.76178591876,111.1602,5116.02
90,-4.26980123,3.65608861,-2.81484837,-4.12425902,4.0604589,6532.8462533756265,41.29017,-6532.8462533756265
91,-4.76489694,3.80177968,-0.5105801,-1.15318992,-2.84709721,14851.821388469798,101.5827,4158.27
92,3.82068514,-3.16183594,-4.94280719,2.02428392,4.96141119,5620.299653933485,31.69195,-5620.299653933485
93,0.24378232,-3.62261356,2.86293343,-4.13257618,3.08814811,7216.159964525851,38.23304,-7216.159964525851
94,1.50910504,-4.4375309,4.05503183,-1.69327937,-3.86627615,18181.412504918797,106.4036,4640.36
95,-1.45247352,-4.06283763,3.35067343,2.56408151,3.61366575,6848.23242057448,31.37061,-6848.23242057448
96,-4.42284672,4.87545,0.8953975,1.40944011,3.85230819,5922.874962725619,31.7146,-5922.874962725619
