id,x0,x1,x2,x3,x4,SEA,Intrusion,Penalized SEA
1,-4.32266531,-1.15236605,3.90318057,1.57887406,-0.80565915,11134.68271226981,72.30264,1230.2639999999997
2,3.80331221,-1.40306891,-2.08315742,-1.88694873,1.6331279,7311.749285249673,46.70184,-7311.749285249673
3,-4.55572754,-4.87247756,-3.62761908,1.92200106,2.51964438,9755.861721832336,43.25706,-9755.861721832336
4,-2.73248408,1.77065205,4.43515436,3.44330139,-4.04967798,17097.498596846974,104.8705,4487.050000000001
5,-3.96148056,1.95899365,3.15329036,1.432426,-4.43672343,20484.33261037574,108.1711,4817.11
6,4.62033099,3.53140961,-4.62530313,-0.06910381,-1.91094441,9777.129746390076,91.6983,3169.8300000000004
7,-4.88406589,-4.85515812,-3.3270715,4.61978781,2.71506156,8983.193506213433,43.08975,-8983.193506213433
8,1.74204844,-1.30809176,-1.37902021,-2.93969981,-2.97675226,14851.275912672809,104.2829,4428.29
9,1.87268961,4.35913015,2.98487983,0.79341849,3.88685869,5023.676916152372,29.43491,-5023.676916152372
10,-3.64216116,2.91817992,-0.07126033,-4.75296884,-2.81997503,14935.752141807474,103.5391,4353.910000000001
11,-2.82136634,-0.39207329,-2.4587023,-4.59345283,4.29605141,7019.726664189254,40.14777,-7019.726664189254
12,-4.80743704,3.57678142,-3.60883667,-3.46428457,2.12267824,7945.290604633656,52.84552,-7945.290604633656
13,0.64915722,0.90595213,3.36768479,2.6418547,2.93703245,5994.151336356085,31.15371,-5994.151336356085
14,1.26507672,-2.1436784,-1.70906989,0.84793364,4.96684359,5875.102297580923,31.13845,-5875.102297580923
15,3.38154315,3.87348824,0.64731018,-3.74789434,0.19748265,7401.05487357155,57.42435,-7401.05487357155
16,0.71060993,-0.3577462,1.1458438,2.68070335,-3.33218285,14834.054000255035,99.7463,3974.630000000001
17,-0.14317568,3.69834982,2.27678124,-2.40452967,-0.38281293,8651.85333498061,65.84772,584.7719999999995
18,4.11152602,4.36989311,1.81735223,-0.79303419,-1.98536283,9558.836954930228,83.0676,2306.76
19,0.74403457,2.69518427,1.72343198,-4.25263219,3.19091379,5978.750936426825,36.98627,-5978.750936426825
20,-3.24768641,0.49738101,-1.06992462,3.70378757,2.21549365,7436.815919228666,40.57874,-7436.815919228666
21,3.16123231,-4.97879918,-1.32876118,-0.03669999,0.44530845,9330.907276113843,52.68343,-9330.907276113843
22,0.93949862,2.99858903,4.44111392,1.78943508,-3.54327532,13728.053845915932,101.4743,4147.43
23,-0.17201933,0.35129365,-3.31278873,-0.98230896,-2.56530022,13837.76681887134,101.4058,4140.58
24,2.65319342,0.84393813,2.37195056,-4.09486752,-2.66448314,12320.442142735925,101.1845,4118.45
25,1.00883455,-4.49916361,-0.65316481,4.05120921,-2.92918172,15353.126849335024,97.7277,3772.77
26,2.99242887,3.09545145,-3.68584334,-0.68616721,2.57063521,5983.725147426419,40.95634,-5983.725147426419
27,-3.19513222,1.72245595,-0.42641017,-4.2109493,2.39474194,7676.514901598632,44.60826,-7676.514901598632
28,-1.89414296,4.30933704,2.78711766,2.95536327,-0.97564452,9111.140172450254,66.40879,640.8789999999997
29,-1.77931843,2.810717,3.41385269,-2.88833037,3.95428522,5875.104827313278,31.96758,-5875.104827313278
30,-2.20284342,1.2267238,-0.47064135,2.06695101,1.1941847,8031.226267890298,49.7295,-8031.226267890298
31,4.56284403,3.39628673,-0.58694521,-1.7235224,3.26020313,5306.055541639137,34.99834,-5306.055541639137
32,-2.85921206,-1.45030584,0.50264904,-3.5257282,-2.59200707,15984.393594905949,100.7568,4075.68
33,1.02824757,1.99250941,2.61467318,-1.96209981,0.34356997,7951.691816445556,59.19315,-7951.691816445556
34,2.86884006,4.20549481,-0.63777774,-4.64854979,-3.82834588,14689.534917963409,108.4108,4841.08
35,1.09848895,-3.50919156,2.74990501,3.48779264,-0.41864171,9546.614205661192,63.81213,381.2129999999996
36,-4.21689588,-3.37135475,4.48239658,3.54358765,-0.92602195,11419.98076475485,72.64506,1264.506
37,-4.2724335,2.75208693,-4.17762513,-0.44174568,0.33484817,9478.25715770824,65.61008,561.0079999999996
38,-3.33002701,-3.80146287,4.90887653,0.58043103,-4.62461483,24529.995278227456,108.7578,4875.780000000001
39,-3.10170078,0.83899343,-3.07228686,0.81294347,-2.8426452,15391.430588301057,101.6393,4163.93
40,4.28887842,-4.08988216,2.15193598,-1.8971516,-4.1103939,18204.41798255636,106.1178,4611.780000000001
41,-2.84869178,-3.78221152,-1.50747255,3.68637945,4.24287701,7137.59879100669,31.94858,-7137.59879100669
42,-4.25505764,-4.76471213,-1.69917304,-2.4864122,-0.2238418,13765.380331099925,67.71191,771.1910000000003
43,2.24215672,-4.38585313,0.08986845,-3.5858635,-0.03999874,10045.457278497228,72.30324,1230.3240000000003
44,-1.43689057,-0.30776103,-2.13495513,-0.25656545,-1.29220751,11799.732460899424,82.32437,2232.4370000000004
45,-0.80560221,0.18914655,4.34086785,1.84867752,-4.37497104,18920.972897915854,107.7785,4777.849999999999
46,-1.51046251,3.86405727,-4.78552162,3.00376326,4.40441466,5418.329831891634,31.98619,-5418.329831891634
47,4.01860647,0.52272389,-0.47257331,-1.17159129,2.46536932,6230.443993016971,38.62335,-6230.443993016971
48,-2.44458548,-4.96710031,2.0162558,-0.75376077,-1.03796626,13109.453383120714,81.46915,2146.915
49,3.63545724,-2.69952022,2.63814082,-4.561274,-3.15948637,14418.267113658536,104.5843,4458.43
50,-0.52196549,-0.38651566,3.11623556,2.33301462,-1.48349256,10792.735772715763,78.14342,1814.3420000000008
51,-0.30631508,-0.0350558,-0.22900578,-3.54724288,-4.41099891,21101.366057376978,109.7181,4971.81
52,0.39923386,-4.05877416,-2.11479945,-2.13818455,1.14512129,9438.928364587278,56.02576,-9438.928364587278
53,-4.27181509,-4.91862267,2.45876407,-4.60210868,-1.40266423,15163.872873284135,93.02751,3302.7510000000007
54,-2.00126689,-4.90412771,-4.66822981,3.69201497,-3.51133907,20069.75937071123,106.1169,4611.6900000000005
