id,x0,x1,x2,x3,x4,SEA,Intrusion,Penalized SEA
1,-4.1414271,2.49818569,4.85835842,4.48526405,2.61489959,6336.915203937543,35.25296,-6336.915203937543
2,0.35007851,-0.33534135,-0.64521624,0.79409709,-2.21386917,12628.83104569136,86.2542,2625.42
3,-2.48729793,-3.73613677,-4.84836544,3.66897081,3.57851649,7602.802780183542,36.19106,-7602.802780183542
4,1.96412972,-0.88125421,-1.9846306,3.510747,-0.73117089,9542.894355448723,70.56153,1056.1530000000005
5,0.57727034,-0.99239646,-3.10533657,1.38492053,-0.65110029,10199.335549207444,73.18296,1318.2959999999994
6,-3.98948163,-4.67264738,-0.62628245,1.95887472,3.8153185,8150.29041094172,33.54711,-8150.29041094172
7,0.568344,-4.44569454,-1.17982073,-3.76791243,-2.44157668,15562.251034726572,101.3913,4139.13
8,4.86365818,0.23420505,4.78218177,-2.38806099,-0.70658885,8309.746713102719,71.38908,1138.9080000000008
9,-3.59846794,0.00620029,0.269722,-3.85570881,1.90368203,8594.721454898125,47.70676,-8594.721454898125
10,3.49721822,-1.68262612,-2.14026368,0.67638348,-2.16331644,12030.878063900598,86.03717,2603.717000000001
11,-4.88329517,1.52338886,-2.06871019,-2.90706319,-0.18662233,10982.893894948842,69.67152,967.152
12,-2.94343135,4.70466889,-1.35669681,-4.29199382,0.12898926,8890.171500420298,65.94589,594.5890000000006
13,-1.59721641,4.87953352,0.19122374,0.00333258,-3.29301709,14071.965569384369,98.62337,3862.337
14,-4.08984516,-2.98648796,-1.53276639,-0.60502019,1.25844375,10379.706741062431,57.89468,-10379.706741062431
15,2.79525258,1.05236789,2.9350076,1.68849048,-3.05252253,12629.679437503411,95.39602,3539.6019999999994
16,-0.941359,-0.63471054,3.46980911,0.36098041,-0.288546,9488.096410064103,62.85986,285.98599999999976
17,-2.90341686,-1.59627391,2.91546286,-3.25359949,-0.62629708,11347.85400618945,76.29155,1629.1550000000002
18,-2.07818532,-4.23543674,-3.91881516,0.09506178,-0.50708058,12578.90126084345,76.44138,1644.1379999999997
19,-4.65845939,3.92531898,0.66100856,4.18144034,-3.50608661,15300.924536918576,100.6137,4061.37
20,0.66740021,-4.1161465,1.93155969,4.18828877,4.60443803,5942.198865271309,27.88791,-5942.198865271309
21,-4.7323683,-3.11885078,1.62788012,4.83198992,1.30735658,8990.86571639748,50.52346,-8990.86571639748
22,-4.84452257,-2.81928434,-2.61740294,0.99687673,2.64015203,9060.1539260689,40.68606,-9060.1539260689
23,0.39659052,-2.17147639,0.0434759,-1.3538995,-1.91954088,12888.365802715194,92.78793,3278.793
24,4.16024556,-0.75117726,-0.807458,3.82025156,3.38955329,5665.388125306828,31.53013,-5665.388125306828
25,-3.94086622,-2.13447061,-0.78627239,-1.2479183,2.46281461,8839.618087598135,42.15499,-8839.618087598135
26,-2.55569912,4.16289846,3.25143173,-0.22164298,-3.44127928,14810.254730442648,100.8391,4083.91
27,-4.9546422,-1.83933491,-0.00268457,-1.831336,4.3439105,7683.673023257303,34.66808,-7683.673023257303
28,-4.77817117,-2.58336669,-4.74104572,-4.62241267,2.24522313,10061.512403913435,56.2079,-10061.512403913435
29,0.5603765,-4.24353429,-0.85850944,2.75048707,4.62918821,6380.184227535144,29.91467,-6380.184227535144
30,4.61226058,-1.87474913,1.10377573,-1.96811799,3.419426,5924.037127313937,34.19521,-5924.037127313937
31,-3.14741326,3.00207068,4.26424048,3.18039652,-4.40348922,18475.99990522596,108.0897,4808.969999999999
32,-3.4761114,-0.48553799,4.73889449,1.22390695,-3.21609381,15823.009635022918,99.368,3936.7999999999993
33,4.75170123,1.85069817,0.63150323,1.99249167,4.49576215,4787.44617190249,28.69723,-4787.44617190249
34,3.2691367,-3.34922739,1.57318631,-4.3988014,2.0812519,7282.53520760871,43.44521,-7282.53520760871
35,2.94859762,4.68731868,-1.07032743,-4.4153571,-0.47499384,8078.29076137654,76.53347,1653.3469999999993
36,1.39821911,4.43304993,3.4365878,1.85696993,-2.09441644,10027.191991354452,81.85695,2185.695
37,1.54600522,-3.46073645,-4.26238544,-2.00264773,4.34746403,6649.444236259092,38.6913,-6649.444236259092
38,4.57081314,3.07575397,-0.5443551,-4.87280261,-0.48418917,8054.723786567537,72.28817,1228.816999999999
39,-2.80496144,1.51539805,-3.52606419,2.43972924,0.44444387,8913.307566071484,61.60453,160.4529999999997
40,-3.45146084,2.97968013,2.22672401,1.94794047,-4.54552149,20295.79822004154,109.2898,4928.98
41,-1.85996669,2.90201633,-0.55298524,2.87467611,0.70207316,7895.170362093823,55.40331,-7895.170362093823
42,0.79705956,2.85507616,-3.39318574,-2.68598665,-0.78380599,9474.627726805951,80.32354,2032.3539999999996
43,0.59711538,-0.9543668,0.38731967,-1.11966377,-1.99230994,12400.785905323612,89.67053,2967.053
44,-0.96929598,-0.61993542,4.90889565,-1.31779819,4.06733184,6027.720498914051,31.01589,-6027.720498914051
45,0.7885146,0.60608596,-0.41160471,2.12152887,-1.02111708,9885.80847751304,67.45168,745.1679999999997
46,-4.81958189,3.23354622,3.05025777,1.21555988,3.14078699,6549.345278857792,32.21888,-6549.345278857792
47,-0.45848195,2.83436736,1.36912127,4.63448392,1.4557914,6735.616962363041,40.62973,-6735.616962363041
48,-4.06291343,3.69263768,-1.11803418,-0.21480798,4.95468297,5788.866155752595,30.74762,-5788.866155752595
49,-0.25953696,-3.85137186,-4.97347123,-2.89945097,-2.9578329,17677.978381049834,107.1808,4718.080000000001
50,-4.49789361,-3.30132923,3.36338792,4.93080629,4.23064165,6605.299025837664,30.53867,-6605.299025837664
51,-1.15027653,-1.12595256,-1.57367835,-2.95894243,-1.98387573,13640.799438077103,97.05846,3705.846
52,3.43838491,3.37537526,-2.23257605,-1.94759692,-3.58289193,13993.769983199472,101.781,4178.1
53,-3.22456156,-3.26909133,-4.83964236,4.34940879,-3.37210217,18714.650705976463,105.9854,4598.54
54,1.89342264,2.93832111,2.33406995,-4.59659945,1.3513293,6830.295994154371,44.24205,-6830.295994154371
55,-4.17311949,3.27775541,-0.93629884,1.77362509,-3.13523491,15100.233641193878,97.32288,3732.288
56,4.10286967,0.05771053,1.9229022,4.42690385,-2.43753173,10952.947630514403,88.84238,2884.2380000000007
57,-0.44019352,-2.49794853,0.08968046,-2.24573872,2.82137786,7600.616858320972,39.42246,-7600.616858320972
58,-1.63939856,0.12333358,-3.13276175,1.0395508,-4.90767972,24918.96428081191,112.2663,5226.63
59,3.04548203,-1.89034622,4.8885797,-0.04866333,3.60070431,5694.296242663267,31.738280000000003,-5694.296242663267
60,-0.89620787,-4.87245086,-2.24086208,0.41168537,-2.09793345,15380.920382407474,94.62906,3462.9059999999995
61,-3.62301955,2.69094003,-3.68665629,-2.08279694,3.48007698,6877.600426756851,42.22621,-6877.600426756851
62,-1.84586034,-0.70180601,0.43539627,-1.21075682,0.27395894,9695.93088838998,66.128,612.8
63,-0.36148846,-3.82673815,-1.71505433,0.91102853,-4.5664095,24524.6749425298,109.8957,4989.570000000001
64,-2.78809033,1.65006268,-2.9963055,-3.90476962,1.76254973,8210.665061191654,53.59425,-8210.665061191654
65,-2.18277656,-0.38489285,1.50281278,1.83519181,0.64257538,8809.823053100388,52.7472,-8809.823053100388
66,1.23195095,-1.98428721,-4.86401041,-2.67732503,-0.02018423,9902.724408016991,74.78428,1478.4279999999994
67,-1.22056002,0.93854241,-3.27685336,1.6689856,-0.21551942,9516.343939596203,65.71353,571.3530000000005
68,-0.98261972,-2.44232974,0.13960124,2.86742831,1.03803834,8680.1692228255,51.50826,-8680.1692228255
69,2.90533173,3.75558606,2.20258168,-0.57490249,-0.10771621,7601.823958382057,58.81084,-7601.823958382057
70,3.42368381,-1.90032447,1.1609687,-0.47793147,3.47749273,6051.263354270249,33.12251,-6051.263354270249
71,-0.15196848,4.2387331,0.14719939,-3.57607741,2.98086964,6067.487792803028,38.87164,-6067.487792803028
72,2.23724134,-0.36049048,-3.35266746,3.2965267,1.50168614,7212.5988769042415,44.00696,-7212.5988769042415
73,-0.01170227,-4.49022091,4.87058633,2.35561305,-1.45636763,11392.393737173812,77.73752,1773.7520000000004
74,-2.95973306,-3.79179205,2.30181335,4.35680834,1.74397932,8344.861772360688,45.27921,-8344.861772360688
75,-4.56582988,0.62002788,-1.85587796,-1.28345739,3.75486916,7342.310500711176,37.42462,-7342.310500711176
76,4.52778259,1.16491693,3.2787914,2.7991197,2.70566527,5516.173559659332,31.41898,-5516.173559659332
77,1.27391037,-1.50736211,1.2654173,-1.23130901,4.43001948,5925.74288265752,31.47526,-5925.74288265752
78,2.17130415,-1.4910137,0.71879393,-2.79759127,4.53236044,5802.569087416033,32.70177,-5802.569087416033
79,-4.81121449,4.19214698,3.45657272,0.23803038,-1.88133481,11674.076311859766,84.74281,2474.2810000000004
80,2.26064221,-1.14096074,2.02134826,3.81238684,1.64009096,6890.582807841848,38.18669,-6890.582807841848
