id,x0,x1,x2,x3,x4,SEA,Intrusion,Penalized SEA
1,0.75517601,-4.90098429,-0.58855934,0.94431683,3.42286728,7321.139656611351,34.18429,-7321.139656611351
2,-4.07323735,-1.51136976,-3.73005007,3.51502994,-4.45629045,23800.76759733228,109.6535,4965.349999999999
3,4.62885356,-2.64785837,3.47279391,-3.69870083,4.3941309,5406.714998261551,32.04105,-5406.714998261551
4,3.43145269,1.65981927,-0.56741508,1.33881753,-4.15594408,16298.603660172776,105.8263,4582.63
5,4.03227946,3.91957377,-4.80454135,4.81966374,1.90290577,5787.506112657638,38.16497,-5787.506112657638
6,-3.28576614,1.94327615,-3.0541289,3.96258207,3.86174919,6164.218488939213,33.88029,-6164.218488939213
7,3.30063997,3.16370111,1.49538984,-1.166764,-1.99685019,10124.05905937236,78.74261,1874.261
8,-2.30550459,-3.9492506,-0.16521945,3.16432171,1.26848157,9252.48388980011,52.10366,-9252.48388980011
9,1.47344412,3.46823317,0.74121782,-1.04359728,2.08615494,6334.097563214506,38.81895,-6334.097563214506
10,-0.7214552,-1.97034764,3.16291034,4.49715341,-0.00095652,8919.30237123004,58.45549,-8919.30237123004
11,1.09597713,-4.14163704,0.22170879,4.39383338,0.22801877,9200.745260846992,56.66431,-9200.745260846992
12,-1.32890466,1.62314879,-2.87175,4.1834453,1.67474016,7222.111438242612,44.86371,-7222.111438242612
13,-1.72801375,1.32265846,1.57155197,-3.29107209,4.59564069,5963.861603309269,32.79156,-5963.861603309269
14,1.3883836,3.15947175,-0.27421324,-1.34886278,1.16286019,7115.085634370576,46.58913,-7115.085634370576
15,-1.11411054,-4.09391691,0.97526064,4.63660602,-4.02467492,19821.791248893576,104.7214,4472.14
16,2.24104021,1.39109471,1.35839048,1.7716329,-3.41310343,13926.572678740173,99.5569,3955.69
17,1.78532814,-4.70656596,-2.4921318,2.01997641,-0.58989114,10893.501989709732,67.01745,701.7449999999997
18,-1.15877652,-0.76115406,0.15265764,3.79160001,-0.89029584,10346.881207810768,69.7234,972.3399999999998
19,1.6557243,0.5805463,1.02483501,3.94002929,-0.86501638,9110.98471943209,64.79688,479.68800000000016
20,-0.54966365,-4.3645595,-3.60520459,-4.63742816,3.65026988,7952.881639407508,46.38829,-7952.881639407508
21,-0.80341266,1.87617013,-3.02787019,-2.1105277,2.57463,6984.182690782661,44.40558,-6984.182690782661
22,-4.36794923,3.18034915,-4.85847139,-2.53870977,-4.48594339,22580.71637067153,110.9322,5093.219999999999
23,-1.97009577,-2.94092616,2.81900616,1.07025214,-1.14015962,11780.713238307697,74.4201,1442.0100000000004
24,1.87624063,-1.05257949,2.87473765,4.20259948,1.6059906,6850.311981353953,40.23527,-6850.311981353953
25,-4.79411739,1.25082885,1.18576135,-0.69432289,1.19150102,8893.88699491289,44.98373,-8893.88699491289
26,2.21655028,-3.064883,-3.77343803,3.88237635,-2.24582552,12834.81139143523,97.20784,3720.784000000001
27,4.42404534,-4.87599681,-3.69450356,-3.74668783,-2.59989926,14464.29122813274,104.1163,4411.629999999999
28,0.15927852,2.14404254,-4.16915641,3.48393806,3.24690953,5976.485273873591,35.13426,-5976.485273873591
29,-2.48332713,-1.58777751,-0.33024689,-3.61671778,3.40689867,7627.266358282923,39.99262,-7627.266358282923
30,-1.6478483,-0.719395,-3.27762167,2.32018769,2.13144095,7755.905278882117,41.55848,-7755.905278882117
31,3.80378882,2.95986891,-2.89007752,-4.88547612,1.87753088,6358.791915538148,50.03445,-6358.791915538148
32,-4.32687337,-0.43318818,-1.37763848,3.09222462,4.64760977,6486.403900146625,31.09466,-6486.403900146625
33,-0.55754102,2.10762866,4.54163121,-3.32321189,-3.92539418,16584.80701068006,105.9539,4595.39
34,-2.43502712,-3.90717857,-1.15324482,2.60694007,-0.0969046,11144.13886760577,65.61522,561.5219999999994
35,-2.52590232,-1.70366132,4.07973489,0.48450023,4.22386291,6407.428248544607,30.01403,-6407.428248544607
36,3.17358372,4.7325047,4.76507061,-1.40209608,4.34385948,4622.789462770132,28.27234,-4622.789462770132
37,4.87247541,2.6405705,-2.10757143,-3.77048496,2.12103798,6055.392349368715,45.93202,-6055.392349368715
38,-3.35483071,4.69590381,-3.64336443,-3.0082693,3.8023341,6243.949130342304,41.78799,-6243.949130342304
39,-0.10209173,3.47776712,-2.73258263,1.46803126,2.5016785,6338.520006756354,38.04225,-6338.520006756354
40,0.19467165,0.30763339,-1.7107955,-3.40158484,-4.87587774,23830.24978136444,112.4119,5241.1900000000005
