id,x0,x1,x2,x3,x4,SEA,Intrusion,Penalized SEA
1,-1.04023303,4.94376769,-2.75650303,-2.50831712,2.06417749,6732.344347808515,46.33148,-6732.344347808515
2,-2.4728497,-1.06577437,3.76416617,-1.24599202,4.53579209,6288.961239834839,30.04503,-6288.961239834839
3,4.79990006,-1.83317911,-1.36080445,-0.45609578,0.74525654,7806.4688456394415,52.13245,-7806.4688456394415
4,4.64063918,-0.6623419,2.65834602,-3.75061551,3.12442162,5801.844721223679,35.42987,-5801.844721223679
5,4.89431161,-1.20473176,3.37482806,4.40051072,-4.97272932,19852.1896516934,110.7304,5073.04
6,1.79609538,-3.20510035,0.83290491,-4.76287269,1.84545465,7886.707244667877,45.69655,-7886.707244667877
7,4.28446754,-2.95901705,-3.3400695,-3.45310091,4.73472846,5798.846124731689,37.6693,-5798.846124731689
8,2.9675917,-4.58000378,-0.33246468,-3.11370491,3.34571999,6958.778523835569,38.08583,-6958.778523835569
9,-0.97361306,-3.32207932,4.9955649,0.13686427,-1.88430166,12513.094166507735,89.71249,2971.2490000000003
10,1.9976399,3.66722091,-0.19006146,0.61111288,0.98534804,6931.512911791152,45.09604,-6931.512911791152
11,-0.20931194,1.81287607,3.84921175,4.26691022,4.57012264,5062.297471161852,26.78484,-5062.297471161852
12,-0.98548907,-1.45423326,-3.73904605,-4.63292502,-1.96119277,13922.484013292627,102.4249,4242.49
13,-1.74375163,-0.47268253,1.87777129,0.24793621,0.49824118,9016.313920121913,57.20425,-9016.313920121913
14,1.91066999,-1.47176289,3.93730458,-1.7936795,-1.31768728,10372.44116008631,80.89523,2089.523
15,0.44713263,3.64381553,3.81901547,4.49659109,-0.58584559,8041.660985227769,61.86709,186.70899999999972
16,-2.63652702,4.45043187,-1.63160017,4.61393908,2.70373891,6121.767118047761,36.14137,-6121.767118047761
17,4.91473569,-1.70130333,-4.90285868,-3.08127184,-4.19720282,18203.07498034133,111.293,5129.300000000001
18,-3.72000827,-3.32920734,-4.44946147,0.94651331,3.78923014,8102.5399600581,37.42452,-8102.5399600581
19,3.82914658,4.98265274,-2.58135829,-4.00519648,-3.94761485,14554.955958487855,109.3241,4932.41
20,-0.22200894,4.86852638,-1.96712745,-3.13255548,-2.93132231,13022.475793092768,103.6033,4360.330000000001
21,2.2654538,2.09094731,-4.09562876,-3.75382522,-1.65346283,10594.38959349969,97.2594,3725.94
22,-4.55849889,4.27767244,-3.51802752,2.71813746,3.8542581,6067.795773430822,35.00021,-6067.795773430822
23,-4.12913149,-3.03459958,4.41949281,-3.29328087,1.39486614,9453.89053974773,54.02282,-9453.89053974773
24,-3.32005022,-4.54892293,0.45048689,-4.75450399,-1.72483641,15804.603873212433,93.02673,3302.673
25,-0.85037784,1.51388574,-3.59571181,4.98590163,4.56641737,5454.829634207862,30.89899,-5454.829634207862
